User:;Maciej
IndexName:;WIG20Closing
StartDate:;2015-01-26 22:50:28
CalculationTime:;03:11:18
TestCasesNumber:;2
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Elman;1;1;1000;3~1;no PCA;Week;Day;Day;1026,33119333044;0,546511627906977;0,421511627906977;0,671511627906977;0,5;0,506963788300836
Jordan;1;1;1000;3~1;no PCA;Week;Day;Day;1237,87724414453;0,549418604651163;0,447674418604651;0,651162790697674;0,5;0,501392757660167
MLP;0,25;1;1000;10~1;no PCA;Week;Day;Day;1333,71513926174;0,543604651162791;0,799418604651163;0,287790697674419;0,5;0,499303621169916
Elman;0,25;1;1000;10~1;no PCA;Week;Day;Day;1534,33647199939;0,540697674418605;0,75;0,331395348837209;0,5;0,509052924791086
Jordan;0,25;1;1000;10~1;no PCA;Week;Day;Day;1937,1910270505;0,524709302325581;0,401162790697674;0,648255813953488;0,5;0,504178272980501
MLP;0,5;1;1000;10~1;no PCA;Week;Day;Day;1207,88925657944;0,568313953488372;0,668604651162791;0,468023255813953;0,5;0,502785515320334
Elman;0,5;1;1000;10~1;no PCA;Week;Day;Day;1337,93597656024;0,559593023255814;0,668604651162791;0,450581395348837;0,5;0,501392757660167
Jordan;0,5;1;1000;10~1;no PCA;Week;Day;Day;1474,30684030936;0,578488372093023;0,686046511627907;0,47093023255814;0,5;0,495821727019499
MLP;0,75;1;1000;10~1;no PCA;Week;Day;Day;1131,00745005;0,565406976744186;0,531976744186047;0,598837209302326;0,5;0,506267409470752
Elman;0,75;1;1000;10~1;no PCA;Week;Day;Day;1231,29990486438;0,550872093023256;0,534883720930233;0,566860465116279;0,5;0,502785515320334
Jordan;0,75;1;1000;10~1;no PCA;Week;Day;Day;1328,44843572939;0,552325581395349;0,531976744186047;0,572674418604651;0,5;0,496518105849582
MLP;1;1;1000;10~1;no PCA;Week;Day;Day;1098,22392023436;0,549418604651163;0,444767441860465;0,654069767441861;0,5;0,511838440111421
Elman;1;1;1000;10~1;no PCA;Week;Day;Day;1184,16246872452;0,552325581395349;0,447674418604651;0,656976744186047;0,5;0,5
Jordan;1;1;1000;10~1;no PCA;Week;Day;Day;1242,73319473739;0,555232558139535;0,497093023255814;0,613372093023256;0,5;0,516016713091922
MLP;0,25;1;1000;30~1;no PCA;Week;Day;Day;16026,0629608498;0,578488372093023;0,540697674418605;0,616279069767442;0,5;0,498607242339833
Elman;0,25;1;1000;30~1;no PCA;Week;Day;Day;2800,15501021029;0,563953488372093;0,534883720930233;0,593023255813954;0,5;0,48050139275766
Jordan;0,25;1;1000;30~1;no PCA;Week;Day;Day;16179,5011237211;0,579941860465116;0,543604651162791;0,616279069767442;0,5;0,495821727019499
MLP;0,5;1;1000;30~1;no PCA;Week;Day;Day;10905,9546515537;0,572674418604651;0,383720930232558;0,761627906976744;0,5;0,507660167130919
Elman;0,5;1;1000;30~1;no PCA;Week;Day;Day;2420,22161719462;0,550872093023256;0,473837209302326;0,627906976744186;0,5;0,483983286908078
Jordan;0,5;1;1000;30~1;no PCA;Week;Day;Day;10941,1531956911;0,572674418604651;0,383720930232558;0,761627906976744;0,5;0,504178272980501
MLP;0,75;1;1000;30~1;no PCA;Week;Day;Day;7891,88062744721;0,569767441860465;0,308139534883721;0,831395348837209;0,5;0,515320334261838
Elman;0,75;1;1000;30~1;no PCA;Week;Day;Day;2123,13216234551;0,5625;0,450581395348837;0,674418604651163;0,5;0,482590529247911
Jordan;0,75;1;1000;30~1;no PCA;Week;Day;Day;8021,34341165024;0,565406976744186;0,299418604651163;0,831395348837209;0,5;0,511838440111421
MLP;1;1;1000;30~1;no PCA;Week;Day;Day;5884,41664277884;0,5625;0,296511627906977;0,828488372093023;0,5;0,511838440111421
Elman;1;1;1000;30~1;no PCA;Week;Day;Day;1894,2974356192;0,572674418604651;0,436046511627907;0,709302325581395;0,5;0,488857938718663
Jordan;1;1;1000;30~1;no PCA;Week;Day;Day;6236,77885549673;0,5625;0,284883720930233;0,840116279069767;0,5;0,510445682451254
MLP;0,25;1;1000;3~3~1;no PCA;Week;Day;Day;5754,96014309154;0,540697674418605;0,671511627906977;0,409883720930233;0,5;0,522284122562674
Elman;0,25;1;1000;3~3~1;no PCA;Week;Day;Day;2236,99148652691;0,534883720930233;0,915697674418605;0,15406976744186;0,5;0,514623955431755
Jordan;0,25;1;1000;3~3~1;no PCA;Week;Day;Day;6690,11150894377;0,511627906976744;0,0436046511627907;0,979651162790698;0,5;0,527855153203343
MLP;0,5;1;1000;3~3~1;no PCA;Week;Day;Day;3579,29693160622;0,569767441860465;0,558139534883721;0,581395348837209;0,5;0,525766016713092
Elman;0,5;1;1000;3~3~1;no PCA;Week;Day;Day;1345,41475631593;0,518895348837209;0,982558139534884;0,0552325581395349;0,5;0,520194986072423
Jordan;0,5;1;1000;3~3~1;no PCA;Week;Day;Day;3508,58644118677;0,536337209302326;0,334302325581395;0,738372093023256;0,5;0,523676880222841
MLP;0,75;1;1000;3~3~1;no PCA;Week;Day;Day;3097,93798172407;0,524709302325581;0,119186046511628;0,930232558139535;0,5;0,521587743732591
Elman;0,75;1;1000;3~3~1;no PCA;Week;Day;Day;1307,63133570807;0,561046511627907;0,880813953488372;0,241279069767442;0,5;0,527158774373259
Jordan;0,75;1;1000;3~3~1;no PCA;Week;Day;Day;2757,9322579988;0,533430232558139;0,165697674418605;0,901162790697674;0,5;0,522284122562674
MLP;1;1;1000;3~3~1;no PCA;Week;Day;Day;2010,95706330059;0,529069767441861;0,572674418604651;0,48546511627907;0,5;0,525766016713092
Elman;1;1;1000;3~3~1;no PCA;Week;Day;Day;1252,05063690009;0,545058139534884;0,869186046511628;0,22093023255814;0,5;0,534818941504178
Jordan;1;1;1000;3~3~1;no PCA;Week;Day;Day;2417,48547617678;0,549418604651163;0,25;0,848837209302326;0,5;0,518802228412256
MLP;0,25;1;1000;10~10~1;no PCA;Week;Day;Day;4661,53678630003;0,505813953488372;0,502906976744186;0,508720930232558;0,5;0,50974930362117
Elman;0,25;1;1000;10~10~1;no PCA;Week;Day;Day;2047,88904365938;0,537790697674419;0,965116279069767;0,11046511627907;0,5;0,518802228412256
Jordan;0,25;1;1000;10~10~1;no PCA;Week;Day;Day;5808,88951454615;0,518895348837209;0,447674418604651;0,590116279069767;0,5;0,52924791086351
MLP;0,5;1;1000;10~10~1;no PCA;Week;Day;Day;3547,10774398705;0,529069767441861;0,34593023255814;0,712209302325581;0,5;0,520891364902507
Elman;0,5;1;1000;10~10~1;no PCA;Week;Day;Day;1758,44818406293;0,543604651162791;0,892441860465116;0,194767441860465;0,5;0,512534818941504
Jordan;0,5;1;1000;10~10~1;no PCA;Week;Day;Day;3947,14839296967;0,550872093023256;0,40406976744186;0,697674418604651;0,5;0,516713091922006
MLP;0,75;1;1000;10~10~1;no PCA;Week;Day;Day;2604,08341693521;0,502906976744186;0,462209302325581;0,543604651162791;0,5;0,504874651810585
Elman;0,75;1;1000;10~10~1;no PCA;Week;Day;Day;1614,52436089783;0,574127906976744;0,595930232558139;0,552325581395349;0,5;0,514623955431755
Jordan;0,75;1;1000;10~10~1;no PCA;Week;Day;Day;2858,8230442436;0,486918604651163;0,322674418604651;0,651162790697674;0,5;0,509052924791086
MLP;1;1;1000;10~10~1;no PCA;Week;Day;Day;2033,16811114164;0,527616279069767;0,51453488372093;0,540697674418605;0,5;0,504874651810585
Elman;1;1;1000;10~10~1;no PCA;Week;Day;Day;1509,03985369557;0,568313953488372;0,561046511627907;0,575581395348837;0,5;0,524373259052925
Jordan;1;1;1000;10~10~1;no PCA;Week;Day;Day;2243,36035976141;0,537790697674419;0,26453488372093;0,811046511627907;0,5;0,504178272980501
MLP;0,25;1;1000;30~30~1;no PCA;Week;Day;Day;5057,93822578762;0,504360465116279;0,997093023255814;0,0116279069767442;0,5;0,524373259052925
Elman;0,25;1;1000;30~30~1;no PCA;Week;Day;Day;4361,20344714943;0,501453488372093;0,502906976744186;0,5;0,5;0,512534818941504
Jordan;0,25;1;1000;30~30~1;no PCA;Week;Day;Day;5687,14544508873;0,504360465116279;0,517441860465116;0,491279069767442;0,5;0,516713091922006
MLP;0,5;1;1000;30~30~1;no PCA;Week;Day;Day;3160,29061553797;0,5;1;0;0,5;0,505571030640669
Elman;0,5;1;1000;30~30~1;no PCA;Week;Day;Day;2695,45422155483;0,540697674418605;0,27906976744186;0,802325581395349;0,5;0,525069637883008
Jordan;0,5;1;1000;30~30~1;no PCA;Week;Day;Day;3423,46212239458;0,502906976744186;0,997093023255814;0,00872093023255814;0,5;0,506963788300836
MLP;0,75;1;1000;30~30~1;no PCA;Week;Day;Day;2848,94605892366;0,563953488372093;0,636627906976744;0,491279069767442;0,5;0,514623955431755
Elman;0,75;1;1000;30~30~1;no PCA;Week;Day;Day;2767,39855354862;0,524709302325581;0,159883720930233;0,88953488372093;0,5;0,514623955431755
Jordan;0,75;1;1000;30~30~1;no PCA;Week;Day;Day;2926,90024576059;0,582848837209302;0,796511627906977;0,369186046511628;0,5;0,516713091922006
MLP;1;1;1000;30~30~1;no PCA;Week;Day;Day;2332,96540491472;0,529069767441861;0,877906976744186;0,180232558139535;0,5;0,499303621169916
Elman;1;1;1000;30~30~1;no PCA;Week;Day;Day;1851,38302427067;0,556686046511628;0,662790697674419;0,450581395348837;0,5;0,517409470752089
Jordan;1;1;1000;30~30~1;no PCA;Week;Day;Day;2278,08314499475;0,542151162790698;0,459302325581395;0,625;0,5;0,498607242339833
MLP;0,25;1;1000;3~1;no PCA;TwoWeeks;Day;Day;1710,06810534065;0,504385964912281;0,771929824561403;0,236842105263158;0,5;0,510489510489511
Elman;0,25;1;1000;3~1;no PCA;TwoWeeks;Day;Day;1381,186382169;0,517543859649123;0,894736842105263;0,140350877192982;0,5;0,50979020979021
Jordan;0,25;1;1000;3~1;no PCA;TwoWeeks;Day;Day;1589,79849595548;0,52046783625731;0,87719298245614;0,16374269005848;0,5;0,494405594405594
MLP;0,5;1;1000;3~1;no PCA;TwoWeeks;Day;Day;1264,40135713266;0,542397660818714;0,710526315789474;0,374269005847953;0,5;0,507692307692308
Elman;0,5;1;1000;3~1;no PCA;TwoWeeks;Day;Day;1206,82515871432;0,535087719298246;0,739766081871345;0,330409356725146;0,5;0,499300699300699
Jordan;0,5;1;1000;3~1;no PCA;TwoWeeks;Day;Day;1757,90366481739;0,552631578947368;0,681286549707602;0,423976608187135;0,5;0,5
MLP;0,75;1;1000;3~1;no PCA;TwoWeeks;Day;Day;1617,01999612801;0,573099415204678;0,549707602339181;0,596491228070175;0,5;0,499300699300699
Elman;0,75;1;1000;3~1;no PCA;TwoWeeks;Day;Day;1782,9060768624;0,543859649122807;0,388888888888889;0,698830409356725;0,5;0,521678321678322
Jordan;0,75;1;1000;3~1;no PCA;TwoWeeks;Day;Day;2574,1919025011;0,513157894736842;0,497076023391813;0,529239766081871;0,5;0,518181818181818
MLP;1;1;1000;3~1;no PCA;TwoWeeks;Day;Day;2006,44002172268;0,564327485380117;0,441520467836257;0,687134502923977;0,5;0,506293706293706
Elman;1;1;1000;3~1;no PCA;TwoWeeks;Day;Day;1105,32600279124;0,576023391812865;0,584795321637427;0,567251461988304;0,5;0,518181818181818
Jordan;1;1;1000;3~1;no PCA;TwoWeeks;Day;Day;2111,07894934708;0,543859649122807;0,400584795321637;0,687134502923977;0,5;0,521678321678322
MLP;0,25;1;1000;10~1;no PCA;TwoWeeks;Day;Day;3012,47159415003;0,546783625730994;0,842105263157895;0,251461988304094;0,5;0,511888111888112
Elman;0,25;1;1000;10~1;no PCA;TwoWeeks;Day;Day;1859,41448368508;0,519005847953216;0,89766081871345;0,140350877192982;0,5;0,506293706293706
Jordan;0,25;1;1000;10~1;no PCA;TwoWeeks;Day;Day;3909,82700044439;0,539473684210526;0,859649122807018;0,219298245614035;0,5;0,525174825174825
MLP;0,5;1;1000;10~1;no PCA;TwoWeeks;Day;Day;2773,12839350699;0,558479532163743;0,555555555555556;0,56140350877193;0,5;0,516083916083916
Elman;0,5;1;1000;10~1;no PCA;TwoWeeks;Day;Day;1489,65328209463;0,533625730994152;0,874269005847953;0,192982456140351;0,5;0,507692307692308
Jordan;0,5;1;1000;10~1;no PCA;TwoWeeks;Day;Day;2731,91207315137;0,558479532163743;0,707602339181287;0,409356725146199;0,5;0,50979020979021
MLP;0,75;1;1000;10~1;no PCA;TwoWeeks;Day;Day;2110,73832940844;0,562865497076023;0,529239766081871;0,596491228070176;0,5;0,499300699300699
Elman;0,75;1;1000;10~1;no PCA;TwoWeeks;Day;Day;1372,11513193406;0,571637426900585;0,672514619883041;0,470760233918129;0,5;0,494405594405594
Jordan;0,75;1;1000;10~1;no PCA;TwoWeeks;Day;Day;2426,26701190335;0,538011695906433;0,371345029239766;0,704678362573099;0,5;0,516783216783217
MLP;1;1;1000;10~1;no PCA;TwoWeeks;Day;Day;1873,19760172468;0,56140350877193;0,453216374269006;0,669590643274854;0,5;0,52027972027972
Elman;1;1;1000;10~1;no PCA;TwoWeeks;Day;Day;1269,84402304385;0,584795321637427;0,573099415204678;0,596491228070175;0,5;0,507692307692308
Jordan;1;1;1000;10~1;no PCA;TwoWeeks;Day;Day;1939,36192229072;0,555555555555556;0,41812865497076;0,692982456140351;0,5;0,526573426573427
MLP;0,25;1;1000;30~1;no PCA;TwoWeeks;Day;Day;17441,9025570937;0,589181286549708;0,58187134502924;0,596491228070175;0,5;0,492307692307692
Elman;0,25;1;1000;30~1;no PCA;TwoWeeks;Day;Day;3609,30160443632;0,495614035087719;0,698830409356725;0,292397660818713;0,5;0,527272727272727
Jordan;0,25;1;1000;30~1;no PCA;TwoWeeks;Day;Day;17164,6944210197;0,593567251461988;0,590643274853801;0,596491228070175;0,5;0,495804195804196
MLP;0,5;1;1000;30~1;no PCA;TwoWeeks;Day;Day;11094,6738290767;0,573099415204678;0,385964912280702;0,760233918128655;0,5;0,504895104895105
Elman;0,5;1;1000;30~1;no PCA;TwoWeeks;Day;Day;1604,10655367809;0,542397660818714;0,862573099415205;0,222222222222222;0,5;0,53006993006993
Jordan;0,5;1;1000;30~1;no PCA;TwoWeeks;Day;Day;10566,8297195931;0,573099415204678;0,385964912280702;0,760233918128655;0,5;0,5
MLP;0,75;1;1000;30~1;no PCA;TwoWeeks;Day;Day;7155,26653949896;0,570175438596491;0,315789473684211;0,824561403508772;0,5;0,505594405594405
Elman;0,75;1;1000;30~1;no PCA;TwoWeeks;Day;Day;1482,55033208196;0,539473684210526;0,698830409356725;0,380116959064327;0,5;0,528671328671329
Jordan;0,75;1;1000;30~1;no PCA;TwoWeeks;Day;Day;5742,66685132188;0,542397660818713;0,225146198830409;0,859649122807018;0,5;0,512587412587413
MLP;1;1;1000;30~1;no PCA;TwoWeeks;Day;Day;2347,12873473933;0,519005847953216;0,134502923976608;0,903508771929824;0,5;0,520979020979021
Elman;1;1;1000;30~1;no PCA;TwoWeeks;Day;Day;1692,50253705456;0,524853801169591;0,766081871345029;0,283625730994152;0,5;0,540559440559441
Jordan;1;1;1000;30~1;no PCA;TwoWeeks;Day;Day;6455,87495922235;0,567251461988304;0,304093567251462;0,830409356725146;0,5;0,506293706293706
MLP;0,25;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;7854,86227174391;0,576023391812865;0,453216374269006;0,698830409356725;0,5;0,516783216783217
Elman;0,25;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;1644,71739221686;0,524853801169591;0,973684210526316;0,0760233918128655;0,5;0,532867132867133
Jordan;0,25;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;7680,47159518732;0,510233918128655;0,885964912280702;0,134502923976608;0,5;0,511188811188811
MLP;0,5;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;4800,93186801701;0,568713450292398;0,467836257309941;0,669590643274854;0,5;0,513986013986014
Elman;0,5;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;1362,60909265514;0,508771929824561;1;0,0175438596491228;0,5;0,517482517482518
Jordan;0,5;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;4811,2191231099;0,571637426900585;0,453216374269006;0,690058479532164;0,5;0,522377622377622
MLP;0,75;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;3262,64011122637;0,562865497076023;0,295321637426901;0,830409356725146;0,5;0,52027972027972
Elman;0,75;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;1622,16681829138;0,532163742690059;0,891812865497076;0,172514619883041;0,5;0,523776223776224
Jordan;0,75;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;3439,8118862354;0,568713450292398;0,43859649122807;0,698830409356725;0,5;0,513986013986014
MLP;1;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;2488,80529773777;0,529239766081871;0,701754385964912;0,35672514619883;0,5;0,532167832167832
Elman;1;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;1204,12329763414;0,516081871345029;0,976608187134503;0,0555555555555556;0,5;0,532867132867133
Jordan;1;1;1000;3~3~1;no PCA;TwoWeeks;Day;Day;2864,62018667277;0,567251461988304;0,403508771929825;0,730994152046784;0,5;0,523076923076923
MLP;0,25;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;6649,21334486043;0,505847953216374;1;0,0116959064327485;0,5;0,515384615384615
Elman;0,25;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;2308,56047955524;0,508771929824561;0,982456140350877;0,0350877192982456;0,5;0,515384615384615
Jordan;0,25;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;5210,16299486559;0,526315789473684;0,976608187134503;0,0760233918128655;0,5;0,526573426573427
MLP;0,5;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;3903,66030562097;0,521929824561403;0,54093567251462;0,502923976608187;0,5;0,508391608391608
Elman;0,5;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;1589,16492438393;0,54093567251462;0,912280701754386;0,169590643274854;0,5;0,517482517482518
Jordan;0,5;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;4036,33475940492;0,523391812865497;0,157894736842105;0,888888888888889;0,5;0,516083916083916
MLP;0,75;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;4228,32835781202;0,557017543859649;0,280701754385965;0,833333333333333;0,5;0,505594405594406
Elman;0,75;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;1958,49633956741;0,526315789473684;0,511695906432749;0,54093567251462;0,5;0,527272727272727
Jordan;0,75;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;3828,32622219085;0,551169590643275;0,497076023391813;0,605263157894737;0,5;0,514685314685315
MLP;1;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;2557,12738876486;0,576023391812866;0,497076023391813;0,654970760233918;0,5;0,509090909090909
Elman;1;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;1291,20044060334;0,576023391812866;0,754385964912281;0,39766081871345;0,5;0,518181818181818
Jordan;1;1;1000;10~10~1;no PCA;TwoWeeks;Day;Day;2864,62781512243;0,555555555555556;0,514619883040936;0,596491228070176;0,5;0,509090909090909
MLP;0,25;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;4482,9476403152;0,507309941520468;0,517543859649123;0,497076023391813;0,5;0,535664335664336
Elman;0,25;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;4868,0987106248;0,529239766081871;0,41812865497076;0,640350877192982;0,5;0,516783216783217
Jordan;0,25;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;5622,71787175893;0,5;0,555555555555556;0,444444444444444;0,5;0,527272727272727
MLP;0,5;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;3594,94883168573;0,54093567251462;0,605263157894737;0,476608187134503;0,5;0,51958041958042
Elman;0,5;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;3538,75323753882;0,545321637426901;0,274853801169591;0,815789473684211;0,5;0,508391608391608
Jordan;0,5;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;4220,55594939496;0,573099415204678;0,704678362573099;0,441520467836257;0,5;0,520979020979021
MLP;0,75;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;3354,75982335849;0,570175438596491;0,394736842105263;0,745614035087719;0,5;0,506293706293706
Elman;0,75;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;2769,32022555407;0,554093567251462;0,716374269005848;0,391812865497076;0,5;0,507692307692308
Jordan;0,75;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;2906,00229797256;0,543859649122807;0,470760233918129;0,616959064327485;0,5;0,535664335664336
MLP;1;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;2703,08914066009;0,558479532163743;0,596491228070175;0,52046783625731;0,5;0,518881118881119
Elman;1;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;2785,43320407362;0,546783625730994;0,192982456140351;0,900584795321637;0,5;0,525174825174825
Jordan;1;1;1000;30~30~1;no PCA;TwoWeeks;Day;Day;2834,74443883917;0,548245614035088;0,400584795321637;0,695906432748538;0,5;0,511188811188811
MLP;0,25;1;1000;3~1;no PCA;Month;Day;Day;4386,44035375153;0,489675516224189;0,332352941176471;0,64792899408284;0,501474926253687;0,507052186177715
Elman;0,25;1;1000;3~1;no PCA;Month;Day;Day;1961,62564189238;0,494100294985251;0,420588235294118;0,568047337278107;0,501474926253687;0,523977433004231
Jordan;0,25;1;1000;3~1;no PCA;Month;Day;Day;2862,04981919454;0,511799410029498;0,164705882352941;0,86094674556213;0,501474926253687;0,503526093088858
MLP;0,5;1;1000;3~1;no PCA;Month;Day;Day;3540,25839460548;0,491150442477876;0,152941176470588;0,831360946745562;0,501474926253687;0,524682651622003
Elman;0,5;1;1000;3~1;no PCA;Month;Day;Day;1461,55745894026;0,479351032448378;0,452941176470588;0,505917159763314;0,501474926253687;0,531029619181946
Jordan;0,5;1;1000;3~1;no PCA;Month;Day;Day;2317,92298855856;0,486725663716814;0,223529411764706;0,751479289940828;0,501474926253687;0,512693935119887
MLP;0,75;1;1000;3~1;no PCA;Month;Day;Day;2643,29858553132;0,494100294985251;0,267647058823529;0,72189349112426;0,501474926253687;0,519746121297602
Elman;0,75;1;1000;3~1;no PCA;Month;Day;Day;1340,04633597689;0,455752212389381;0,217647058823529;0,695266272189349;0,501474926253687;0,526093088857546
Jordan;0,75;1;1000;3~1;no PCA;Month;Day;Day;1758,5991695862;0,479351032448378;0,144117647058824;0,816568047337278;0,501474926253687;0,511988716502116
MLP;1;1;1000;3~1;no PCA;Month;Day;Day;1610,65265428318;0,5;0,102941176470588;0,899408284023669;0,501474926253687;0,511283497884344
Elman;1;1;1000;3~1;no PCA;Month;Day;Day;1280,08549180657;0,492625368731563;0,0823529411764706;0,905325443786982;0,501474926253687;0,507757404795487
Jordan;1;1;1000;3~1;no PCA;Month;Day;Day;2554,48307023984;0,504424778761062;0,0588235294117647;0,952662721893491;0,501474926253687;0,512693935119887
MLP;0,25;1;1000;10~1;no PCA;Month;Day;Day;6588,75692824471;0,482300884955752;0,344117647058824;0,621301775147929;0,501474926253687;0,517630465444288
Elman;0,25;1;1000;10~1;no PCA;Month;Day;Day;2135,90159511787;0,467551622418879;0,461764705882353;0,473372781065089;0,501474926253687;0,54231311706629
Jordan;0,25;1;1000;10~1;no PCA;Month;Day;Day;6497,28471418066;0,501474926253687;0,538235294117647;0,464497041420118;0,501474926253687;0,531029619181946
MLP;0,5;1;1000;10~1;no PCA;Month;Day;Day;4445,79077602148;0,507374631268437;0,923529411764706;0,0887573964497042;0,501474926253687;0,532440056417489
Elman;0,5;1;1000;10~1;no PCA;Month;Day;Day;1783,47786190683;0,494100294985251;0,285294117647059;0,70414201183432;0,501474926253687;0,521156558533145
Jordan;0,5;1;1000;10~1;no PCA;Month;Day;Day;3353,51633122702;0,5;0,682352941176471;0,316568047337278;0,501474926253687;0,532440056417489
MLP;0,75;1;1000;10~1;no PCA;Month;Day;Day;2578,33066662248;0,485250737463127;0,561764705882353;0,408284023668639;0,501474926253687;0,529619181946403
Elman;0,75;1;1000;10~1;no PCA;Month;Day;Day;1618,75051742796;0,474926253687316;0,182352941176471;0,769230769230769;0,501474926253687;0,519746121297602
Jordan;0,75;1;1000;10~1;no PCA;Month;Day;Day;2483,44445836645;0,48377581120944;0,517647058823529;0,449704142011834;0,501474926253687;0,531029619181946
MLP;1;1;1000;10~1;no PCA;Month;Day;Day;2236,1121020173;0,491150442477876;0,129411764705882;0,855029585798817;0,501474926253687;0,528913963328632
Elman;1;1;1000;10~1;no PCA;Month;Day;Day;1515,28818209588;0,476401179941003;0,138235294117647;0,816568047337278;0,501474926253687;0,515514809590973
Jordan;1;1;1000;10~1;no PCA;Month;Day;Day;1677,36928022995;0,491150442477876;0,102941176470588;0,881656804733728;0,501474926253687;0,532440056417489
MLP;0,25;1;1000;30~1;no PCA;Month;Day;Day;6461,84960582521;0,494100294985251;0,111764705882353;0,878698224852071;0,501474926253687;0,500705218617772
Elman;0,25;1;1000;30~1;no PCA;Month;Day;Day;2962,67242845839;0,501474926253687;0,526470588235294;0,476331360946746;0,501474926253687;0,52820874471086
Jordan;0,25;1;1000;30~1;no PCA;Month;Day;Day;6680,03987668242;0,501474926253687;0,141176470588235;0,863905325443787;0,501474926253687;0,512693935119887
MLP;0,5;1;1000;30~1;no PCA;Month;Day;Day;4714,95436316635;0,504424778761062;0,0558823529411765;0,955621301775148;0,501474926253687;0,516925246826516
Elman;0,5;1;1000;30~1;no PCA;Month;Day;Day;1777,90532180815;0,548672566371681;0,729411764705882;0,366863905325444;0,501474926253687;0,519746121297602
