User:;Maciej
IndexName:;WIG20Closing
StartDate:;2015-01-20 00:01:13
CalculationTime:;05:27:58
TestCasesNumber:;1
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Elman;1;0;1000;3~3~1;no PCA;Week;Day;Day;1170,68090205056;0,540697674418605;0,377906976744186;0,703488372093023;0,5;0,505571030640669
MLP;0,25;0,25;1000;3~3~1;no PCA;Week;Day;Day;971,075948230429;0,563953488372093;0,488372093023256;0,63953488372093;0,5;0,516713091922006
Jordan;0,25;0,25;1000;3~3~1;no PCA;Week;Day;Day;1019,15480165517;0,552325581395349;0,546511627906977;0,558139534883721;0,5;0,522284122562674
Elman;0,25;0,25;1000;3~3~1;no PCA;Week;Day;Day;997,324176915725;0,549418604651163;0,627906976744186;0,47093023255814;0,5;0,508356545961003
MLP;0,5;0,25;1000;3~3~1;no PCA;Week;Day;Day;1580,32514845788;0,511627906976744;0,0813953488372093;0,941860465116279;0,5;0,530640668523677
Jordan;0,5;0,25;1000;3~3~1;no PCA;Week;Day;Day;981,489498472689;0,549418604651163;0,406976744186047;0,691860465116279;0,5;0,518105849582173
Elman;0,5;0,25;1000;3~3~1;no PCA;Week;Day;Day;1005,47169553797;0,561046511627907;0,558139534883721;0,563953488372093;0,5;0,513927576601671
MLP;0,75;0,25;1000;3~3~1;no PCA;Week;Day;Day;1019,82266782672;0,558139534883721;0,395348837209302;0,720930232558139;0,5;0,498607242339833
Jordan;0,75;0,25;1000;3~3~1;no PCA;Week;Day;Day;1039,93252267565;0,561046511627907;0,418604651162791;0,703488372093023;0,5;0,518105849582173
Elman;0,75;0,25;1000;3~3~1;no PCA;Week;Day;Day;1022,07612295233;0,563953488372093;0,436046511627907;0,691860465116279;0,5;0,50974930362117
MLP;1;0,25;1000;3~3~1;no PCA;Week;Day;Day;1027,06816961939;0,540697674418605;0,709302325581395;0,372093023255814;0,5;0,512534818941504
Jordan;1;0,25;1000;3~3~1;no PCA;Week;Day;Day;1016,46370152046;0,566860465116279;0,436046511627907;0,697674418604651;0,5;0,526462395543176
Elman;1;0,25;1000;3~3~1;no PCA;Week;Day;Day;1123,51582881826;0,555232558139535;0,406976744186047;0,703488372093023;0,5;0,51949860724234
MLP;0,25;0,5;1000;3~3~1;no PCA;Week;Day;Day;1655,37123418955;0,488372093023256;0,0406976744186047;0,936046511627907;0,5;0,508356545961003
Jordan;0,25;0,5;1000;3~3~1;no PCA;Week;Day;Day;1759,00579870869;0,497093023255814;0,0174418604651163;0,976744186046512;0,5;0,513927576601671
Elman;0,25;0,5;1000;3~3~1;no PCA;Week;Day;Day;1646,01073713114;0,529069767441861;0,924418604651163;0,133720930232558;0,5;0,515320334261838
MLP;0,5;0,5;1000;3~3~1;no PCA;Week;Day;Day;2366,41549820435;0,563953488372093;0,313953488372093;0,813953488372093;0,5;0,506963788300836
Jordan;0,5;0,5;1000;3~3~1;no PCA;Week;Day;Day;3054,89527271409;0,497093023255814;0,511627906976744;0,482558139534884;0,5;0,513927576601671
Elman;0,5;0,5;1000;3~3~1;no PCA;Week;Day;Day;1081,01428818441;0,572674418604651;0,651162790697674;0,494186046511628;0,5;0,526462395543176
MLP;0,75;0,5;1000;3~3~1;no PCA;Week;Day;Day;1326,20650339578;0,552325581395349;0,877906976744186;0,226744186046512;0,5;0,49025069637883
Jordan;0,75;0,5;1000;3~3~1;no PCA;Week;Day;Day;1630,26142554375;0,508720930232558;0,0406976744186047;0,976744186046512;0,5;0,506963788300836
Elman;0,75;0,5;1000;3~3~1;no PCA;Week;Day;Day;1119,45593392071;0,584302325581395;0,61046511627907;0,558139534883721;0,5;0,511142061281337
MLP;1;0,5;1000;3~3~1;no PCA;Week;Day;Day;1450,23728808387;0,558139534883721;0,697674418604651;0,418604651162791;0,5;0,522284122562674
Jordan;1;0,5;1000;3~3~1;no PCA;Week;Day;Day;1384,964058241;0,534883720930233;0,505813953488372;0,563953488372093;0,5;0,527855153203343
Elman;1;0,5;1000;3~3~1;no PCA;Week;Day;Day;1117,59243227369;0,584302325581395;0,587209302325581;0,581395348837209;0,5;0,51949860724234
MLP;0,25;0,75;1000;3~3~1;no PCA;Week;Day;Day;3888,47040582173;0,537790697674419;0,308139534883721;0,767441860465116;0,5;0,5
Jordan;0,25;0,75;1000;3~3~1;no PCA;Week;Day;Day;5822,07737828681;0,508720930232558;0,0406976744186047;0,976744186046512;0,5;0,522284122562674
Elman;0,25;0,75;1000;3~3~1;no PCA;Week;Day;Day;1409,16237745038;0,531976744186046;0,994186046511628;0,0697674418604651;0,5;0,502785515320334
MLP;0,5;0,75;1000;3~3~1;no PCA;Week;Day;Day;3108,17253418299;0,563953488372093;0,354651162790698;0,773255813953488;0,5;0,50974930362117
Jordan;0,5;0,75;1000;3~3~1;no PCA;Week;Day;Day;4668,68285749013;0,578488372093023;0,412790697674419;0,744186046511628;0,5;0,526462395543176
Elman;0,5;0,75;1000;3~3~1;no PCA;Week;Day;Day;1131,96566585545;0,537790697674419;0,906976744186046;0,168604651162791;0,5;0,51949860724234
MLP;0,75;0,75;1000;3~3~1;no PCA;Week;Day;Day;1936,69968861992;0,523255813953488;0,0872093023255814;0,959302325581395;0,5;0,495821727019499
Jordan;0,75;0,75;1000;3~3~1;no PCA;Week;Day;Day;2057,42070947009;0,569767441860465;0,441860465116279;0,697674418604651;0,5;0,526462395543176
Elman;0,75;0,75;1000;3~3~1;no PCA;Week;Day;Day;1085,21745918381;0,561046511627907;0,854651162790698;0,267441860465116;0,5;0,530640668523677
MLP;1;0,75;1000;3~3~1;no PCA;Week;Day;Day;2087,76745016644;0,456395348837209;0,313953488372093;0,598837209302326;0,5;0,513927576601671
Jordan;1;0,75;1000;3~3~1;no PCA;Week;Day;Day;2242,4532452255;0,508720930232558;0,994186046511628;0,0232558139534884;0,5;0,504178272980501
Elman;1;0,75;1000;3~3~1;no PCA;Week;Day;Day;1027,40406177525;0,531976744186046;0,837209302325581;0,226744186046512;0,5;0,51949860724234
MLP;0,25;0;1000;10~10~1;no PCA;Week;Day;Day;1020,01345081234;0,552325581395349;0,27906976744186;0,825581395348837;0,5;0,518105849582173
Jordan;0,25;0;1000;10~10~1;no PCA;Week;Day;Day;1037,34080169113;0,537790697674419;0,284883720930233;0,790697674418605;0,5;0,523676880222841
Elman;0,25;0;1000;10~10~1;no PCA;Week;Day;Day;1038,76491195401;0,566860465116279;0,337209302325581;0,796511627906977;0,5;0,520891364902507
MLP;0,5;0;1000;10~10~1;no PCA;Week;Day;Day;1019,16157744785;0,558139534883721;0,302325581395349;0,813953488372093;0,5;0,522284122562674
Jordan;0,5;0;1000;10~10~1;no PCA;Week;Day;Day;1011,55860159237;0,561046511627907;0,313953488372093;0,808139534883721;0,5;0,534818941504178
Elman;0,5;0;1000;10~10~1;no PCA;Week;Day;Day;1037,28553143192;0,563953488372093;0,313953488372093;0,813953488372093;0,5;0,532033426183844
MLP;0,75;0;1000;10~10~1;no PCA;Week;Day;Day;1019,14578772744;0,563953488372093;0,319767441860465;0,808139534883721;0,5;0,525069637883008
Jordan;0,75;0;1000;10~10~1;no PCA;Week;Day;Day;1014,26068177215;0,566860465116279;0,331395348837209;0,802325581395349;0,5;0,522284122562674
Elman;0,75;0;1000;10~10~1;no PCA;Week;Day;Day;1089,30749547088;0,552325581395349;0,331395348837209;0,773255813953488;0,5;0,5
MLP;1;0;1000;10~10~1;no PCA;Week;Day;Day;1009,08796505135;0,526162790697674;0,273255813953488;0,779069767441861;0,5;0,530640668523677
Jordan;1;0;1000;10~10~1;no PCA;Week;Day;Day;1002,21164491608;0,543604651162791;0,36046511627907;0,726744186046512;0,5;0,537604456824513
Elman;1;0;1000;10~10~1;no PCA;Week;Day;Day;1088,82242747368;0,563953488372093;0,401162790697674;0,726744186046512;0,5;0,515320334261838
MLP;0,25;0,25;1000;10~10~1;no PCA;Week;Day;Day;965,248950339014;0,546511627906977;0,465116279069767;0,627906976744186;0,5;0,527855153203343
Jordan;0,25;0,25;1000;10~10~1;no PCA;Week;Day;Day;970,24821402646;0,540697674418605;0,459302325581395;0,622093023255814;0,5;0,520891364902507
Elman;0,25;0,25;1000;10~10~1;no PCA;Week;Day;Day;992,842674333153;0,555232558139535;0,616279069767442;0,494186046511628;0,5;0,515320334261838
MLP;0,5;0,25;1000;10~10~1;no PCA;Week;Day;Day;983,185597843241;0,549418604651163;0,383720930232558;0,715116279069767;0,5;0,513927576601671
Jordan;0,5;0,25;1000;10~10~1;no PCA;Week;Day;Day;978,572237370616;0,543604651162791;0,38953488372093;0,697674418604651;0,5;0,515320334261838
Elman;0,5;0,25;1000;10~10~1;no PCA;Week;Day;Day;996,938012404059;0,555232558139535;0,505813953488372;0,604651162790698;0,5;0,50974930362117
MLP;0,75;0,25;1000;10~10~1;no PCA;Week;Day;Day;990,115228272967;0,561046511627907;0,406976744186047;0,715116279069767;0,5;0,522284122562674
Jordan;0,75;0,25;1000;10~10~1;no PCA;Week;Day;Day;976,524409710551;0,546511627906977;0,412790697674419;0,680232558139535;0,5;0,51949860724234
Elman;0,75;0,25;1000;10~10~1;no PCA;Week;Day;Day;994,488156412425;0,549418604651163;0,482558139534884;0,616279069767442;0,5;0,522284122562674
MLP;1;0,25;1000;10~10~1;no PCA;Week;Day;Day;997,335152542106;0,558139534883721;0,366279069767442;0,75;0,5;0,526462395543176
Jordan;1;0,25;1000;10~10~1;no PCA;Week;Day;Day;984,359728000904;0,558139534883721;0,395348837209302;0,720930232558139;0,5;0,52924791086351
Elman;1;0,25;1000;10~10~1;no PCA;Week;Day;Day;1014,6155753645;0,546511627906977;0,511627906976744;0,581395348837209;0,5;0,520891364902507
MLP;0,25;0,5;1000;10~10~1;no PCA;Week;Day;Day;1115,30905237507;0,520348837209302;0,63953488372093;0,401162790697674;0,5;0,494428969359331
Jordan;0,25;0,5;1000;10~10~1;no PCA;Week;Day;Day;1100,67034357687;0,552325581395349;0,604651162790698;0,5;0,5;0,505571030640669
Elman;0,25;0,5;1000;10~10~1;no PCA;Week;Day;Day;1131,17021052699;0,534883720930233;0,825581395348837;0,244186046511628;0,5;0,518105849582173
MLP;0,5;0,5;1000;10~10~1;no PCA;Week;Day;Day;1053,76125541828;0,526162790697674;0,546511627906977;0,505813953488372;0,5;0,493036211699164
Jordan;0,5;0,5;1000;10~10~1;no PCA;Week;Day;Day;1798,79404947769;0,502906976744186;1;0,00581395348837209;0,5;0,520891364902507
Elman;0,5;0,5;1000;10~10~1;no PCA;Week;Day;Day;1046,1638153114;0,531976744186046;0,901162790697674;0,162790697674419;0,5;0,505571030640669
MLP;0,75;0,5;1000;10~10~1;no PCA;Week;Day;Day;1115,78578199592;0,534883720930233;0,494186046511628;0,575581395348837;0,5;0,502785515320334
Jordan;0,75;0,5;1000;10~10~1;no PCA;Week;Day;Day;1164,18692725171;0,534883720930233;0,534883720930233;0,534883720930233;0,5;0,498607242339833
Elman;0,75;0,5;1000;10~10~1;no PCA;Week;Day;Day;1051,37492580868;0,546511627906977;0,895348837209302;0,197674418604651;0,5;0,50974930362117
MLP;1;0,5;1000;10~10~1;no PCA;Week;Day;Day;1007,22680046099;0,537790697674419;0,517441860465116;0,558139534883721;0,5;0,513927576601671
Jordan;1;0,5;1000;10~10~1;no PCA;Week;Day;Day;1161,0589920046;0,476744186046512;0,0930232558139535;0,86046511627907;0,5;0,511142061281337
Elman;1;0,5;1000;10~10~1;no PCA;Week;Day;Day;1090,68793979032;0,546511627906977;0,773255813953488;0,319767441860465;0,5;0,51949860724234
MLP;0,25;0,75;1000;10~10~1;no PCA;Week;Day;Day;1547,81468198745;0,546511627906977;0,598837209302326;0,494186046511628;0,5;0,512534818941504
Jordan;0,25;0,75;1000;10~10~1;no PCA;Week;Day;Day;1977,60044664519;0,502906976744186;0,959302325581395;0,0465116279069767;0,5;0,50974930362117
Elman;0,25;0,75;1000;10~10~1;no PCA;Week;Day;Day;1360,23057525379;0,537790697674419;0,953488372093023;0,122093023255814;0,5;0,520891364902507
MLP;0,5;0,75;1000;10~10~1;no PCA;Week;Day;Day;1487,75494975945;0,517441860465116;0,86046511627907;0,174418604651163;0,5;0,488857938718663
Jordan;0,5;0,75;1000;10~10~1;no PCA;Week;Day;Day;1826,33966081031;0,511627906976744;0,482558139534884;0,540697674418605;0,5;0,501392757660167
Elman;0,5;0,75;1000;10~10~1;no PCA;Week;Day;Day;1204,20516897056;0,563953488372093;0,645348837209302;0,482558139534884;0,5;0,506963788300836
MLP;0,75;0,75;1000;10~10~1;no PCA;Week;Day;Day;1795,90052581677;0,520348837209302;0,0988372093023256;0,941860465116279;0,5;0,52924791086351
Jordan;0,75;0,75;1000;10~10~1;no PCA;Week;Day;Day;1984,57175560794;0,502906976744186;0,354651162790698;0,651162790697674;0,5;0,479108635097493
Elman;0,75;0,75;1000;10~10~1;no PCA;Week;Day;Day;1103,8033829197;0,546511627906977;0,517441860465116;0,575581395348837;0,5;0,508356545961003
MLP;1;0,75;1000;10~10~1;no PCA;Week;Day;Day;1787,18183740464;0,534883720930233;0,715116279069767;0,354651162790698;0,5;0,501392757660167
Jordan;1;0,75;1000;10~10~1;no PCA;Week;Day;Day;1665,80755675108;0,508720930232558;0,988372093023256;0,0290697674418605;0,5;0,515320334261838
Elman;1;0,75;1000;10~10~1;no PCA;Week;Day;Day;1127,85087562277;0,540697674418605;0,232558139534884;0,848837209302326;0,5;0,522284122562674
MLP;0,25;0;1000;30~30~1;no PCA;Week;Day;Day;1025,37823826645;0,558139534883721;0,296511627906977;0,819767441860465;0,5;0,513927576601671
Jordan;0,25;0;1000;30~30~1;no PCA;Week;Day;Day;1018,4790478852;0,561046511627907;0,308139534883721;0,813953488372093;0,5;0,51949860724234
Elman;0,25;0;1000;30~30~1;no PCA;Week;Day;Day;1079,10496436886;0,566860465116279;0,354651162790698;0,779069767441861;0,5;0,518105849582173
MLP;0,5;0;1000;30~30~1;no PCA;Week;Day;Day;1012,75729032929;0,566860465116279;0,331395348837209;0,802325581395349;0,5;0,522284122562674
Jordan;0,5;0;1000;30~30~1;no PCA;Week;Day;Day;1012,13337927275;0,563953488372093;0,319767441860465;0,808139534883721;0,5;0,51949860724234
Elman;0,5;0;1000;30~30~1;no PCA;Week;Day;Day;1118,8370851603;0,558139534883721;0,366279069767442;0,75;0,5;0,520891364902507
MLP;0,75;0;1000;30~30~1;no PCA;Week;Day;Day;1010,69407216796;0,558139534883721;0,302325581395349;0,813953488372093;0,5;0,522284122562674
Jordan;0,75;0;1000;30~30~1;no PCA;Week;Day;Day;1019,91133092673;0,558139534883721;0,313953488372093;0,802325581395349;0,5;0,523676880222841
Elman;0,75;0;1000;30~30~1;no PCA;Week;Day;Day;1148,42660456992;0,546511627906977;0,348837209302326;0,744186046511628;0,5;0,516713091922006
MLP;1;0;1000;30~30~1;no PCA;Week;Day;Day;1004,31861267451;0,543604651162791;0,325581395348837;0,761627906976744;0,5;0,525069637883008
Jordan;1;0;1000;30~30~1;no PCA;Week;Day;Day;1025,3202519119;0,552325581395349;0,302325581395349;0,802325581395349;0,5;0,520891364902507
Elman;1;0;1000;30~30~1;no PCA;Week;Day;Day;1225,53156717009;0,569767441860465;0,406976744186047;0,732558139534884;0,5;0,522284122562674
MLP;0,25;0,25;1000;30~30~1;no PCA;Week;Day;Day;965,599660911379;0,540697674418605;0,424418604651163;0,656976744186046;0,5;0,520891364902507
Jordan;0,25;0,25;1000;30~30~1;no PCA;Week;Day;Day;976,513070469382;0,552325581395349;0,406976744186047;0,697674418604651;0,5;0,50974930362117
Elman;0,25;0,25;1000;30~30~1;no PCA;Week;Day;Day;1055,36908333925;0,558139534883721;0,656976744186046;0,459302325581395;0,5;0,508356545961003
MLP;0,5;0,25;1000;30~30~1;no PCA;Week;Day;Day;978,958938883831;0,543604651162791;0,366279069767442;0,720930232558139;0,5;0,505571030640669
Jordan;0,5;0,25;1000;30~30~1;no PCA;Week;Day;Day;977,707137625407;0,537790697674419;0,36046511627907;0,715116279069767;0,5;0,508356545961003
Elman;0,5;0,25;1000;30~30~1;no PCA;Week;Day;Day;1042,48261773822;0,598837209302326;0,686046511627907;0,511627906976744;0,5;0,526462395543176
MLP;0,75;0,25;1000;30~30~1;no PCA;Week;Day;Day;988,324924896404;0,549418604651163;0,383720930232558;0,715116279069767;0,5;0,516713091922006
Jordan;0,75;0,25;1000;30~30~1;no PCA;Week;Day;Day;980,896662127129;0,555232558139535;0,424418604651163;0,686046511627907;0,5;0,512534818941504
Elman;0,75;0,25;1000;30~30~1;no PCA;Week;Day;Day;1101,1292506197;0,584302325581395;0,616279069767442;0,552325581395349;0,5;0,497214484679666
MLP;1;0,25;1000;30~30~1;no PCA;Week;Day;Day;995,204171980263;0,555232558139535;0,383720930232558;0,726744186046512;0,5;0,50974930362117
Jordan;1;0,25;1000;30~30~1;no PCA;Week;Day;Day;999,393399681126;0,540697674418605;0,372093023255814;0,709302325581395;0,5;0,511142061281337
Elman;1;0,25;1000;30~30~1;no PCA;Week;Day;Day;1124,59774968144;0,555232558139535;0,779069767441861;0,331395348837209;0,5;0,508356545961003
MLP;0,25;0,5;1000;30~30~1;no PCA;Week;Day;Day;1175,87917712928;0,558139534883721;0,505813953488372;0,61046511627907;0,5;0,502785515320334
Jordan;0,25;0,5;1000;30~30~1;no PCA;Week;Day;Day;1224,8367442477;0,569767441860465;0,523255813953488;0,616279069767442;0,5;0,516713091922006
Elman;0,25;0,5;1000;30~30~1;no PCA;Week;Day;Day;1526,31683464007;0,555232558139535;0,465116279069767;0,645348837209302;0,5;0,511142061281337
MLP;0,5;0,5;1000;30~30~1;no PCA;Week;Day;Day;1136,43764693704;0,51453488372093;0,848837209302326;0,180232558139535;0,5;0,516713091922006
Jordan;0,5;0,5;1000;30~30~1;no PCA;Week;Day;Day;1397,13288003381;0,517441860465116;0,970930232558139;0,063953488372093;0,5;0,520891364902507
Elman;0,5;0,5;1000;30~30~1;no PCA;Week;Day;Day;1351,79663457985;0,555232558139535;0,319767441860465;0,790697674418605;0,5;0,537604456824513
MLP;0,75;0,5;1000;30~30~1;no PCA;Week;Day;Day;986,706435399294;0,546511627906977;0,36046511627907;0,732558139534884;0,5;0,511142061281337
Jordan;0,75;0,5;1000;30~30~1;no PCA;Week;Day;Day;1158,68500270412;0,502906976744186;0,0232558139534884;0,982558139534884;0,5;0,520891364902507
Elman;0,75;0,5;1000;30~30~1;no PCA;Week;Day;Day;1257,51832409009;0,523255813953488;0,0813953488372093;0,965116279069767;0,5;0,536211699164345
MLP;1;0,5;1000;30~30~1;no PCA;Week;Day;Day;1068,26355787747;0,549418604651163;0,709302325581395;0,38953488372093;0,5;0,506963788300836
Jordan;1;0,5;1000;30~30~1;no PCA;Week;Day;Day;1160,10870386233;0,529069767441861;0,366279069767442;0,691860465116279;0,5;0,513927576601671
Elman;1;0,5;1000;30~30~1;no PCA;Week;Day;Day;1121,95512349273;0,561046511627907;0,715116279069767;0,406976744186047;0,5;0,504178272980501
MLP;0,25;0,75;1000;30~30~1;no PCA;Week;Day;Day;2385,70303106541;0,517441860465116;0,174418604651163;0,86046511627907;0,5;0,522284122562674
Jordan;0,25;0,75;1000;30~30~1;no PCA;Week;Day;Day;2497,97420479051;0,502906976744186;0,00581395348837209;1;0,5;0,525069637883008
Elman;0,25;0,75;1000;30~30~1;no PCA;Week;Day;Day;3287,45402430221;0,502906976744186;0,00581395348837209;1;0,5;0,494428969359331
MLP;0,5;0,75;1000;30~30~1;no PCA;Week;Day;Day;1682,01136511333;0,555232558139535;0,86046511627907;0,25;0,5;0,508356545961003
Jordan;0,5;0,75;1000;30~30~1;no PCA;Week;Day;Day;1900,60731971675;0,502906976744186;1;0,00581395348837209;0,5;0,530640668523677
Elman;0,5;0,75;1000;30~30~1;no PCA;Week;Day;Day;2127,16962666327;0,566860465116279;0,575581395348837;0,558139534883721;0,5;0,50974930362117
MLP;0,75;0,75;1000;30~30~1;no PCA;Week;Day;Day;1721,44306645344;0,529069767441861;0,906976744186046;0,151162790697674;0,5;0,502785515320334
Jordan;0,75;0,75;1000;30~30~1;no PCA;Week;Day;Day;1652,67992500686;0,505813953488372;0,994186046511628;0,0174418604651163;0,5;0,501392757660167
Elman;0,75;0,75;1000;30~30~1;no PCA;Week;Day;Day;2144,33611096325;0,508720930232558;0,0465116279069767;0,970930232558139;0,5;0,544568245125348
MLP;1;0,75;1000;30~30~1;no PCA;Week;Day;Day;2628,9469591925;0,558139534883721;0,302325581395349;0,813953488372093;0,5;0,530640668523677
Jordan;1;0,75;1000;30~30~1;no PCA;Week;Day;Day;1814,4354745018;0,508720930232558;0,825581395348837;0,191860465116279;0,5;0,515320334261838
Elman;1;0,75;1000;30~30~1;no PCA;Week;Day;Day;2308,24823489882;0,587209302325581;0,441860465116279;0,732558139534884;0,5;0,513927576601671
MLP;0,25;0;1000;3~1;no PCA;Week;Day;Day;1043,9873990299;0,543604651162791;0,441860465116279;0,645348837209302;0,5;0,520891364902507
Jordan;0,25;0;1000;3~1;no PCA;Week;Day;Day;1003,2735127388;0,531976744186046;0,308139534883721;0,755813953488372;0,5;0,512534818941504
Elman;0,25;0;1000;3~1;no PCA;Week;Day;Day;1027,92044871735;0,531976744186046;0,267441860465116;0,796511627906977;0,5;0,525069637883008
MLP;0,5;0;1000;3~1;no PCA;Week;Day;Day;1029,74289162642;0,552325581395349;0,296511627906977;0,808139534883721;0,5;0,520891364902507
Jordan;0,5;0;1000;3~1;no PCA;Week;Day;Day;1008,63571333992;0,546511627906977;0,296511627906977;0,796511627906977;0,5;0,495821727019499
Elman;0,5;0;1000;3~1;no PCA;Week;Day;Day;994,611209828782;0,552325581395349;0,27906976744186;0,825581395348837;0,5;0,505571030640669
MLP;0,75;0;1000;3~1;no PCA;Week;Day;Day;999,928721218298;0,546511627906977;0,27906976744186;0,813953488372093;0,5;0,523676880222841
Jordan;0,75;0;1000;3~1;no PCA;Week;Day;Day;997,219098867657;0,552325581395349;0,290697674418605;0,813953488372093;0,5;0,527855153203343
Elman;0,75;0;1000;3~1;no PCA;Week;Day;Day;999,052025055634;0,552325581395349;0,302325581395349;0,802325581395349;0,5;0,525069637883008
MLP;1;0;1000;3~1;no PCA;Week;Day;Day;1006,83834436494;0,552325581395349;0,296511627906977;0,808139534883721;0,5;0,526462395543176
Jordan;1;0;1000;3~1;no PCA;Week;Day;Day;1009,58715912162;0,561046511627907;0,319767441860465;0,802325581395349;0,5;0,526462395543176
Elman;1;0;1000;3~1;no PCA;Week;Day;Day;1015,55224943499;0,561046511627907;0,325581395348837;0,796511627906977;0,5;0,525069637883008
MLP;0,25;0,25;1000;3~1;no PCA;Week;Day;Day;986,57547395217;0,51453488372093;0,511627906976744;0,517441860465116;0,5;0,522284122562674
Jordan;0,25;0,25;1000;3~1;no PCA;Week;Day;Day;1019,89635045935;0,494186046511628;0,540697674418605;0,447674418604651;0,5;0,52924791086351
Elman;0,25;0,25;1000;3~1;no PCA;Week;Day;Day;986,698305061042;0,526162790697674;0,511627906976744;0,540697674418605;0,5;0,522284122562674
MLP;0,5;0,25;1000;3~1;no PCA;Week;Day;Day;992,439403729407;0,549418604651163;0,406976744186047;0,691860465116279;0,5;0,527855153203343
Jordan;0,5;0,25;1000;3~1;no PCA;Week;Day;Day;978,174749490397;0,534883720930233;0,383720930232558;0,686046511627907;0,5;0,516713091922006
Elman;0,5;0,25;1000;3~1;no PCA;Week;Day;Day;985,405854484058;0,537790697674419;0,383720930232558;0,691860465116279;0,5;0,515320334261838
MLP;0,75;0,25;1000;3~1;no PCA;Week;Day;Day;985,405824269304;0,549418604651163;0,343023255813953;0,755813953488372;0,5;0,512534818941504
Jordan;0,75;0,25;1000;3~1;no PCA;Week;Day;Day;985,334272556601;0,549418604651163;0,348837209302326;0,75;0,5;0,516713091922006
Elman;0,75;0,25;1000;3~1;no PCA;Week;Day;Day;1035,23353336369;0,566860465116279;0,412790697674419;0,720930232558139;0,5;0,518105849582173
MLP;1;0,25;1000;3~1;no PCA;Week;Day;Day;1042,92372094358;0,552325581395349;0,354651162790698;0,75;0,5;0,511142061281337
Jordan;1;0,25;1000;3~1;no PCA;Week;Day;Day;994,898654834626;0,555232558139535;0,337209302325581;0,773255813953488;0,5;0,526462395543176
Elman;1;0,25;1000;3~1;no PCA;Week;Day;Day;1003,52728290607;0,555232558139535;0,36046511627907;0,75;0,5;0,525069637883008
MLP;0,25;0,5;1000;3~1;no PCA;Week;Day;Day;967,527268054756;0,497093023255814;0,558139534883721;0,436046511627907;0,5;0,522284122562674
Jordan;0,25;0,5;1000;3~1;no PCA;Week;Day;Day;975,04050616756;0,552325581395349;0,709302325581395;0,395348837209302;0,5;0,502785515320334
Elman;0,25;0,5;1000;3~1;no PCA;Week;Day;Day;1011,60627976046;0,555232558139535;0,738372093023256;0,372093023255814;0,5;0,506963788300836
MLP;0,5;0,5;1000;3~1;no PCA;Week;Day;Day;968,688394565768;0,540697674418605;0,436046511627907;0,645348837209302;0,5;0,533426183844011
Jordan;0,5;0,5;1000;3~1;no PCA;Week;Day;Day;990,007457845265;0,523255813953488;0,534883720930233;0,511627906976744;0,5;0,520891364902507
Elman;0,5;0,5;1000;3~1;no PCA;Week;Day;Day;965,766549728828;0,531976744186046;0,412790697674419;0,651162790697674;0,5;0,522284122562674
MLP;0,75;0,5;1000;3~1;no PCA;Week;Day;Day;998,207447450462;0,552325581395349;0,459302325581395;0,645348837209302;0,5;0,526462395543176
