User:;komputer
IndexName:;TimeSeriesOur
StartDate:;2015-01-14 08:42:17
CalculationTime:;03:37:40
TestCasesNumber:;100
ProportionalDivisionTrainingTestData:;0,7
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError
MLP;0,4;0;500;30~1;no PCA;Day;Day;Day;0,00257467373133714
Jordan;0,4;0;500;30~1;no PCA;Day;Day;Day;0,00261629912529229
Elman;0,4;0;500;30~1;no PCA;Day;Day;Day;0,00365312647606122
MLP;0,4;0;1000;30~1;no PCA;Day;Day;Day;0,00268894555069656
Jordan;0,4;0;1000;30~1;no PCA;Day;Day;Day;0,00275604044843577
Elman;0,4;0;1000;30~1;no PCA;Day;Day;Day;0,00326017149205489
MLP;0,4;0;100;60~1;no PCA;Day;Day;Day;0,00548946591208664
Jordan;0,4;0;100;60~1;no PCA;Day;Day;Day;0,00564374931515482
Elman;0,4;0;100;60~1;no PCA;Day;Day;Day;0,0315824827924112
MLP;0,4;0;500;60~1;no PCA;Day;Day;Day;0,00281599576423382
Jordan;0,4;0;500;60~1;no PCA;Day;Day;Day;0,00287421019152606
Elman;0,4;0;500;60~1;no PCA;Day;Day;Day;0,00485781047577867
MLP;0,4;0;1000;60~1;no PCA;Day;Day;Day;0,00286729520195143
Jordan;0,4;0;1000;60~1;no PCA;Day;Day;Day;0,00294005003418665
Elman;0,4;0;1000;60~1;no PCA;Day;Day;Day;0,0040571248508585
MLP;0,4;0;100;100~1;no PCA;Day;Day;Day;0,00376103526493397
Jordan;0,4;0;100;100~1;no PCA;Day;Day;Day;0,00384082406089876
Elman;0,4;0;100;100~1;no PCA;Day;Day;Day;0,0774230998999928
MLP;0,4;0;500;100~1;no PCA;Day;Day;Day;0,00324169845367083
Jordan;0,4;0;500;100~1;no PCA;Day;Day;Day;0,00330971986376716
Elman;0,4;0;500;100~1;no PCA;Day;Day;Day;0,00599139077893246
MLP;0,4;0;1000;100~1;no PCA;Day;Day;Day;0,00323687763857586
Jordan;0,4;0;1000;100~1;no PCA;Day;Day;Day;0,00330284992231017
Elman;0,4;0;1000;100~1;no PCA;Day;Day;Day;0,00512425624596069
MLP;0,4;0;100;2~1;no PCA;Day;Day;Day;0,0647044706633004
Jordan;0,4;0;100;2~1;no PCA;Day;Day;Day;0,0654434367548493
Elman;0,4;0;100;2~1;no PCA;Day;Day;Day;0,0651261248548516
MLP;0,4;0;500;2~1;no PCA;Day;Day;Day;0,00228668938349375
Jordan;0,4;0;500;2~1;no PCA;Day;Day;Day;0,00217545227271299
Elman;0,4;0;500;2~1;no PCA;Day;Day;Day;0,00212116970280915
MLP;0,4;0;1000;2~1;no PCA;Day;Day;Day;0,00192667904409833
Jordan;0,4;0;1000;2~1;no PCA;Day;Day;Day;0,00179338566419291
Elman;0,4;0;1000;2~1;no PCA;Day;Day;Day;0,00185679830898154
MLP;0,4;0;100;3~1;no PCA;Day;Day;Day;0,0610285454666071
Jordan;0,4;0;100;3~1;no PCA;Day;Day;Day;0,0612752322253754
Elman;0,4;0;100;3~1;no PCA;Day;Day;Day;0,0607877492149918
MLP;0,4;0;500;3~1;no PCA;Day;Day;Day;0,00220095443401079
Jordan;0,4;0;500;3~1;no PCA;Day;Day;Day;0,00214136023895092
Elman;0,4;0;500;3~1;no PCA;Day;Day;Day;0,0021711150398287
MLP;0,4;0;1000;3~1;no PCA;Day;Day;Day;0,00209635487349854
Jordan;0,4;0;1000;3~1;no PCA;Day;Day;Day;0,00203061714107296
Elman;0,4;0;1000;3~1;no PCA;Day;Day;Day;0,00199548177087853
MLP;0,4;0;100;5~1;no PCA;Day;Day;Day;0,0543524458991236
Jordan;0,4;0;100;5~1;no PCA;Day;Day;Day;0,0523339114418872
Elman;0,4;0;100;5~1;no PCA;Day;Day;Day;0,0562857579499058
MLP;0,4;0;500;5~1;no PCA;Day;Day;Day;0,00226817505469083
Jordan;0,4;0;500;5~1;no PCA;Day;Day;Day;0,00221834176921728
Elman;0,4;0;500;5~1;no PCA;Day;Day;Day;0,00229806492027685
MLP;0,4;0;1000;5~1;no PCA;Day;Day;Day;0,00233211396669361
Jordan;0,4;0;1000;5~1;no PCA;Day;Day;Day;0,00224067718784359
Elman;0,4;0;1000;5~1;no PCA;Day;Day;Day;0,00220573302923027
MLP;0,4;0;100;10~1;no PCA;Day;Day;Day;0,0400572791947799
Jordan;0,4;0;100;10~1;no PCA;Day;Day;Day;0,0392679589097318
Elman;0,4;0;100;10~1;no PCA;Day;Day;Day;0,0423752004970845
MLP;0,4;0;500;10~1;no PCA;Day;Day;Day;0,00239041416421401
Jordan;0,4;0;500;10~1;no PCA;Day;Day;Day;0,0023849220934667
Elman;0,4;0;500;10~1;no PCA;Day;Day;Day;0,0026215233255136
MLP;0,4;0;1000;10~1;no PCA;Day;Day;Day;0,00252036806663101
Jordan;0,4;0;1000;10~1;no PCA;Day;Day;Day;0,00251667402733961
Elman;0,4;0;1000;10~1;no PCA;Day;Day;Day;0,00255687873560364
MLP;0,4;0;100;30~1;no PCA;Day;Day;Day;0,0140408505166471
Jordan;0,4;0;100;30~1;no PCA;Day;Day;Day;0,0139321769374493
Elman;0,4;0;100;30~1;no PCA;Day;Day;Day;0,0277004739055744
MLP;0,4;0;500;30~1;no PCA;Day;Day;Day;0,00257400429691352
Jordan;0,4;0;500;30~1;no PCA;Day;Day;Day;0,00261485663539252
Elman;0,4;0;500;30~1;no PCA;Day;Day;Day;0,00365336650608355
MLP;0,4;0;1000;30~1;no PCA;Day;Day;Day;0,00268417904220004
Jordan;0,4;0;1000;30~1;no PCA;Day;Day;Day;0,00276047343068514
Elman;0,4;0;1000;30~1;no PCA;Day;Day;Day;0,00326134363237113
MLP;0,4;0;100;60~1;no PCA;Day;Day;Day;0,00551732898144263
Jordan;0,4;0;100;60~1;no PCA;Day;Day;Day;0,00567510877881392
Elman;0,4;0;100;60~1;no PCA;Day;Day;Day;0,032676120331187
MLP;0,4;0;500;60~1;no PCA;Day;Day;Day;0,00281690617556008
Jordan;0,4;0;500;60~1;no PCA;Day;Day;Day;0,0028742678237951
Elman;0,4;0;500;60~1;no PCA;Day;Day;Day;0,00486143020336787
MLP;0,4;0;1000;60~1;no PCA;Day;Day;Day;0,00286325329577993
Jordan;0,4;0;1000;60~1;no PCA;Day;Day;Day;0,00293637755251563
Elman;0,4;0;1000;60~1;no PCA;Day;Day;Day;0,00406985557208684
MLP;0,4;0;100;100~1;no PCA;Day;Day;Day;0,003751786469606
Jordan;0,4;0;100;100~1;no PCA;Day;Day;Day;0,00384649396026413
Elman;0,4;0;100;100~1;no PCA;Day;Day;Day;0,078287476107112
MLP;0,4;0;500;100~1;no PCA;Day;Day;Day;0,00324192300250794
Jordan;0,4;0;500;100~1;no PCA;Day;Day;Day;0,00331397644530679
Elman;0,4;0;500;100~1;no PCA;Day;Day;Day;0,00598887025047318
MLP;0,4;0;1000;100~1;no PCA;Day;Day;Day;0,00323468801810552
Jordan;0,4;0;1000;100~1;no PCA;Day;Day;Day;0,00330468687561786
Elman;0,4;0;1000;100~1;no PCA;Day;Day;Day;0,00512474750091078
MLP;0,4;0;100;2~2~1;no PCA;Day;Day;Day;0,0719156821120699
Jordan;0,4;0;100;2~2~1;no PCA;Day;Day;Day;0,0719329295557494
Elman;0,4;0;100;2~2~1;no PCA;Day;Day;Day;0,0720123067503229
MLP;0,4;0;500;2~2~1;no PCA;Day;Day;Day;0,0233645702729215
Jordan;0,4;0;500;2~2~1;no PCA;Day;Day;Day;0,0330560544316112
Elman;0,4;0;500;2~2~1;no PCA;Day;Day;Day;0,0309474167513894
MLP;0,4;0;1000;2~2~1;no PCA;Day;Day;Day;0,00247729055822124
Jordan;0,4;0;1000;2~2~1;no PCA;Day;Day;Day;0,00120094395679641
Elman;0,4;0;1000;2~2~1;no PCA;Day;Day;Day;0,00647281010045727
MLP;0,4;0;100;3~3~1;no PCA;Day;Day;Day;0,0721535154952686
Jordan;0,4;0;100;3~3~1;no PCA;Day;Day;Day;0,0721128905082721
Elman;0,4;0;100;3~3~1;no PCA;Day;Day;Day;0,0720737535353905
MLP;0,4;0;500;3~3~1;no PCA;Day;Day;Day;0,00993844327003829
Jordan;0,4;0;500;3~3~1;no PCA;Day;Day;Day;0,00870285271495161
Elman;0,4;0;500;3~3~1;no PCA;Day;Day;Day;0,00834295634563491
MLP;0,4;0;1000;3~3~1;no PCA;Day;Day;Day;0,00135060455716125
Jordan;0,4;0;1000;3~3~1;no PCA;Day;Day;Day;0,00132751872607422
Elman;0,4;0;1000;3~3~1;no PCA;Day;Day;Day;0,00261229744878484
MLP;0,4;0;100;5~5~1;no PCA;Day;Day;Day;0,0714160194512322
Jordan;0,4;0;100;5~5~1;no PCA;Day;Day;Day;0,0717025480277342
Elman;0,4;0;100;5~5~1;no PCA;Day;Day;Day;0,0720370380605528
MLP;0,4;0;500;5~5~1;no PCA;Day;Day;Day;0,00197753225011328
Jordan;0,4;0;500;5~5~1;no PCA;Day;Day;Day;0,0019940918716276
Elman;0,4;0;500;5~5~1;no PCA;Day;Day;Day;0,00269332644985777
MLP;0,4;0;1000;5~5~1;no PCA;Day;Day;Day;0,00165480300368734
Jordan;0,4;0;1000;5~5~1;no PCA;Day;Day;Day;0,00151344654777723
Elman;0,4;0;1000;5~5~1;no PCA;Day;Day;Day;0,00180176773637811
MLP;0,4;0;100;10~10~1;no PCA;Day;Day;Day;0,0621276725521927
Jordan;0,4;0;100;10~10~1;no PCA;Day;Day;Day;0,0617390168931803
Elman;0,4;0;100;10~10~1;no PCA;Day;Day;Day;0,0692407736679497
MLP;0,4;0;500;10~10~1;no PCA;Day;Day;Day;0,00238599414052888
Jordan;0,4;0;500;10~10~1;no PCA;Day;Day;Day;0,00236940325879625
Elman;0,4;0;500;10~10~1;no PCA;Day;Day;Day;0,00291218177278587
MLP;0,4;0;1000;10~10~1;no PCA;Day;Day;Day;0,00224849856059463
Jordan;0,4;0;1000;10~10~1;no PCA;Day;Day;Day;0,00219518254645287
Elman;0,4;0;1000;10~10~1;no PCA;Day;Day;Day;0,00236383267929516
MLP;0,4;0;100;30~30~1;no PCA;Day;Day;Day;0,00396352630167564
Jordan;0,4;0;100;30~30~1;no PCA;Day;Day;Day;0,00410004434168654
Elman;0,4;0;100;30~30~1;no PCA;Day;Day;Day;0,0603221109599292
MLP;0,4;0;500;30~30~1;no PCA;Day;Day;Day;0,00318400916164256
Jordan;0,4;0;500;30~30~1;no PCA;Day;Day;Day;0,0031689124184958
Elman;0,4;0;500;30~30~1;no PCA;Day;Day;Day;0,00416411152546486
MLP;0,4;0;1000;30~30~1;no PCA;Day;Day;Day;0,00311032393361467
Jordan;0,4;0;1000;30~30~1;no PCA;Day;Day;Day;0,00305248157608326
Elman;0,4;0;1000;30~30~1;no PCA;Day;Day;Day;0,00336711326355164
MLP;0,4;0;100;60~60~1;no PCA;Day;Day;Day;0,0043515609365614
Jordan;0,4;0;100;60~60~1;no PCA;Day;Day;Day;0,00447337605211994
Elman;0,4;0;100;60~60~1;no PCA;Day;Day;Day;0,0895772945761768
MLP;0,4;0;500;60~60~1;no PCA;Day;Day;Day;0,00369615300420837
Jordan;0,4;0;500;60~60~1;no PCA;Day;Day;Day;0,00371905954524233
Elman;0,4;0;500;60~60~1;no PCA;Day;Day;Day;0,00467318236297724
MLP;0,4;0;1000;60~60~1;no PCA;Day;Day;Day;0,00329499833786908
Jordan;0,4;0;1000;60~60~1;no PCA;Day;Day;Day;0,0032337129664782
Elman;0,4;0;1000;60~60~1;no PCA;Day;Day;Day;0,00367544237540578
MLP;0,4;0;100;100~100~1;no PCA;Day;Day;Day;0,00584880463128878
Jordan;0,4;0;100;100~100~1;no PCA;Day;Day;Day;0,00588722963466064
Elman;0,4;0;100;100~100~1;no PCA;Day;Day;Day;0,124821903978385
MLP;0,4;0;500;100~100~1;no PCA;Day;Day;Day;0,00451876452686438
Jordan;0,4;0;500;100~100~1;no PCA;Day;Day;Day;0,00447941420113128
Elman;0,4;0;500;100~100~1;no PCA;Day;Day;Day;0,00466052437753126
MLP;0,4;0;1000;100~100~1;no PCA;Day;Day;Day;0,00374236405043002
Jordan;0,4;0;1000;100~100~1;no PCA;Day;Day;Day;0,00367863803696361
Elman;0,4;0;1000;100~100~1;no PCA;Day;Day;Day;0,00348328255793439
