User:;Maciej
IndexName:;TimeSeriesOur
StartDate:;2015-01-14 00:26:21
CalculationTime:;02:07:40
TestCasesNumber:;100
ProportionalDivisionTrainingTestData:;0,7
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError
MLP;0,8;0;500;3~1;no PCA;Day;Day;Day;0,0022635024493771
Jordan;0,8;0;500;3~1;no PCA;Day;Day;Day;0,00218479852445382
Elman;0,8;0;500;3~1;no PCA;Day;Day;Day;0,00227179183506756
MLP;1;0;500;3~1;no PCA;Day;Day;Day;0,00231732472806692
Jordan;1;0;500;3~1;no PCA;Day;Day;Day;0,00228250536237011
Elman;1;0;500;3~1;no PCA;Day;Day;Day;0,00231084903374636
MLP;0;0,2;500;3~1;no PCA;Day;Day;Day;0,100393780411329
Jordan;0;0,2;500;3~1;no PCA;Day;Day;Day;0,0987698683356309
Elman;0;0,2;500;3~1;no PCA;Day;Day;Day;0,100688589023306
MLP;0,2;0,2;500;3~1;no PCA;Day;Day;Day;0,0167861836819742
Jordan;0,2;0,2;500;3~1;no PCA;Day;Day;Day;0,0290715350711849
Elman;0,2;0,2;500;3~1;no PCA;Day;Day;Day;0,0365791962988742
MLP;0,4;0,2;500;3~1;no PCA;Day;Day;Day;0,00245820178706497
Jordan;0,4;0,2;500;3~1;no PCA;Day;Day;Day;0,0028373760036202
Elman;0,4;0,2;500;3~1;no PCA;Day;Day;Day;0,00712991998464897
MLP;0,6;0,2;500;3~1;no PCA;Day;Day;Day;0,00242873867931687
Jordan;0,6;0,2;500;3~1;no PCA;Day;Day;Day;0,00238837728728965
Elman;0,6;0,2;500;3~1;no PCA;Day;Day;Day;0,0044792571732382
MLP;0,8;0,2;500;3~1;no PCA;Day;Day;Day;0,00242532901449527
Jordan;0,8;0,2;500;3~1;no PCA;Day;Day;Day;0,00236421465163934
Elman;0,8;0,2;500;3~1;no PCA;Day;Day;Day;0,00234793796054107
MLP;1;0,2;500;3~1;no PCA;Day;Day;Day;0,00239835037512889
Jordan;1;0,2;500;3~1;no PCA;Day;Day;Day;0,00239918426002101
Elman;1;0,2;500;3~1;no PCA;Day;Day;Day;0,00246686604263159
MLP;0;0,4;500;3~1;no PCA;Day;Day;Day;0,129554729029378
Jordan;0;0,4;500;3~1;no PCA;Day;Day;Day;0,131298932368514
Elman;0;0,4;500;3~1;no PCA;Day;Day;Day;0,13492879547629
MLP;0,2;0,4;500;3~1;no PCA;Day;Day;Day;0,0562397320859821
Jordan;0,2;0,4;500;3~1;no PCA;Day;Day;Day;0,0793075963437233
Elman;0,2;0,4;500;3~1;no PCA;Day;Day;Day;0,0873443407889709
MLP;0,4;0,4;500;3~1;no PCA;Day;Day;Day;0,00901756946506139
Jordan;0,4;0,4;500;3~1;no PCA;Day;Day;Day;0,0341333982411727
Elman;0,4;0,4;500;3~1;no PCA;Day;Day;Day;0,0827575601145304
MLP;0,6;0,4;500;3~1;no PCA;Day;Day;Day;0,00255952443531423
Jordan;0,6;0,4;500;3~1;no PCA;Day;Day;Day;0,0125015349365353
Elman;0,6;0,4;500;3~1;no PCA;Day;Day;Day;0,0705435188337869
MLP;0,8;0,4;500;3~1;no PCA;Day;Day;Day;0,00250158234505688
Jordan;0,8;0,4;500;3~1;no PCA;Day;Day;Day;0,00972398565093182
Elman;0,8;0,4;500;3~1;no PCA;Day;Day;Day;0,0433634929383531
MLP;1;0,4;500;3~1;no PCA;Day;Day;Day;0,0024228998044943
Jordan;1;0,4;500;3~1;no PCA;Day;Day;Day;0,00667917162961709
Elman;1;0,4;500;3~1;no PCA;Day;Day;Day;0,043476731614037
MLP;0;0,6;500;3~1;no PCA;Day;Day;Day;0,172777383302179
Jordan;0;0,6;500;3~1;no PCA;Day;Day;Day;0,174311671018312
Elman;0;0,6;500;3~1;no PCA;Day;Day;Day;0,178922065927974
MLP;0,2;0,6;500;3~1;no PCA;Day;Day;Day;0,0954579011095659
Jordan;0,2;0,6;500;3~1;no PCA;Day;Day;Day;0,0979693817830884
Elman;0,2;0,6;500;3~1;no PCA;Day;Day;Day;0,0980222001586678
MLP;0,4;0,6;500;3~1;no PCA;Day;Day;Day;0,0590769597158001
Jordan;0,4;0,6;500;3~1;no PCA;Day;Day;Day;0,0982955257499526
Elman;0,4;0,6;500;3~1;no PCA;Day;Day;Day;0,0986693765235932
MLP;0,6;0,6;500;3~1;no PCA;Day;Day;Day;0,0226210415159074
Jordan;0,6;0,6;500;3~1;no PCA;Day;Day;Day;0,0961290526299326
Elman;0,6;0,6;500;3~1;no PCA;Day;Day;Day;0,0998434360876996
MLP;0,8;0,6;500;3~1;no PCA;Day;Day;Day;0,0097565777715221
Jordan;0,8;0,6;500;3~1;no PCA;Day;Day;Day;0,085264764642469
Elman;0,8;0,6;500;3~1;no PCA;Day;Day;Day;0,101168598155493
MLP;1;0,6;500;3~1;no PCA;Day;Day;Day;0,00643785741393126
Jordan;1;0,6;500;3~1;no PCA;Day;Day;Day;0,0753290495030492
Elman;1;0,6;500;3~1;no PCA;Day;Day;Day;0,10257603228448
MLP;0;0,8;500;3~1;no PCA;Day;Day;Day;0,235087493250201
Jordan;0;0,8;500;3~1;no PCA;Day;Day;Day;0,231055521179212
Elman;0;0,8;500;3~1;no PCA;Day;Day;Day;0,227077374177705
MLP;0,2;0,8;500;3~1;no PCA;Day;Day;Day;0,110275134003229
Jordan;0,2;0,8;500;3~1;no PCA;Day;Day;Day;0,110479401933034
Elman;0,2;0,8;500;3~1;no PCA;Day;Day;Day;0,110188748696492
MLP;0,4;0,8;500;3~1;no PCA;Day;Day;Day;0,110389628156877
Jordan;0,4;0,8;500;3~1;no PCA;Day;Day;Day;0,111110511262472
Elman;0,4;0,8;500;3~1;no PCA;Day;Day;Day;0,111008658912936
MLP;0,6;0,8;500;3~1;no PCA;Day;Day;Day;0,10842937488157
Jordan;0,6;0,8;500;3~1;no PCA;Day;Day;Day;0,112449929449852
Elman;0,6;0,8;500;3~1;no PCA;Day;Day;Day;0,112407573689469
MLP;0,8;0,8;500;3~1;no PCA;Day;Day;Day;0,102646361951354
Jordan;0,8;0,8;500;3~1;no PCA;Day;Day;Day;0,113978710900635
Elman;0,8;0,8;500;3~1;no PCA;Day;Day;Day;0,113964668006227
MLP;1;0,8;500;3~1;no PCA;Day;Day;Day;0,0807734872641234
Jordan;1;0,8;500;3~1;no PCA;Day;Day;Day;0,115615521867175
Elman;1;0,8;500;3~1;no PCA;Day;Day;Day;0,115607041482734
MLP;0;1;500;3~1;no PCA;Day;Day;Day;0,293927838554846
Jordan;0;1;500;3~1;no PCA;Day;Day;Day;0,280627645109625
Elman;0;1;500;3~1;no PCA;Day;Day;Day;0,265529156749697
MLP;0,2;1;500;3~1;no PCA;Day;Day;Day;0,125189902106202
Jordan;0,2;1;500;3~1;no PCA;Day;Day;Day;0,124864280349247
Elman;0,2;1;500;3~1;no PCA;Day;Day;Day;0,124489757671614
MLP;0,4;1;500;3~1;no PCA;Day;Day;Day;0,125759925570526
Jordan;0,4;1;500;3~1;no PCA;Day;Day;Day;0,125724754823018
Elman;0,4;1;500;3~1;no PCA;Day;Day;Day;0,125549692405691
MLP;0,6;1;500;3~1;no PCA;Day;Day;Day;0,127246731119825
Jordan;0,6;1;500;3~1;no PCA;Day;Day;Day;0,12730963454768
Elman;0,6;1;500;3~1;no PCA;Day;Day;Day;0,127203617562732
MLP;0,8;1;500;3~1;no PCA;Day;Day;Day;0,129001121110798
Jordan;0,8;1;500;3~1;no PCA;Day;Day;Day;0,129101168547032
Elman;0,8;1;500;3~1;no PCA;Day;Day;Day;0,12902517624734
MLP;1;1;500;3~1;no PCA;Day;Day;Day;0,130865957559255
Jordan;1;1;500;3~1;no PCA;Day;Day;Day;0,130994700879845
Elman;1;1;500;3~1;no PCA;Day;Day;Day;0,130934204591688
MLP;0;0;100;5~1;no PCA;Day;Day;Day;0,0842413022957226
Jordan;0;0;100;5~1;no PCA;Day;Day;Day;0,0863710702961273
Elman;0;0;100;5~1;no PCA;Day;Day;Day;0,0845194466522224
MLP;0,2;0;100;5~1;no PCA;Day;Day;Day;0,065347037229299
Jordan;0,2;0;100;5~1;no PCA;Day;Day;Day;0,0654246606862209
Elman;0,2;0;100;5~1;no PCA;Day;Day;Day;0,065725045912584
MLP;0,4;0;100;5~1;no PCA;Day;Day;Day;0,054194010171476
Jordan;0,4;0;100;5~1;no PCA;Day;Day;Day;0,0537674406872532
Elman;0,4;0;100;5~1;no PCA;Day;Day;Day;0,056095720419105
MLP;0,6;0;100;5~1;no PCA;Day;Day;Day;0,0342707678599056
Jordan;0,6;0;100;5~1;no PCA;Day;Day;Day;0,0314819295033418
Elman;0,6;0;100;5~1;no PCA;Day;Day;Day;0,0315356886476941
MLP;0,8;0;100;5~1;no PCA;Day;Day;Day;0,0134578828681718
Jordan;0,8;0;100;5~1;no PCA;Day;Day;Day;0,0129787497721277
Elman;0,8;0;100;5~1;no PCA;Day;Day;Day;0,0145283355473761
MLP;1;0;100;5~1;no PCA;Day;Day;Day;0,00541935846804262
Jordan;1;0;100;5~1;no PCA;Day;Day;Day;0,00528139276169389
Elman;1;0;100;5~1;no PCA;Day;Day;Day;0,00672033951683212
MLP;0;0,2;100;5~1;no PCA;Day;Day;Day;0,111573856778257
Jordan;0;0,2;100;5~1;no PCA;Day;Day;Day;0,111311557648974
Elman;0;0,2;100;5~1;no PCA;Day;Day;Day;0,116220644021419
MLP;0,2;0,2;100;5~1;no PCA;Day;Day;Day;0,0875861671367304
Jordan;0,2;0,2;100;5~1;no PCA;Day;Day;Day;0,0875944158617418
Elman;0,2;0,2;100;5~1;no PCA;Day;Day;Day;0,0860691478562221
MLP;0,4;0,2;100;5~1;no PCA;Day;Day;Day;0,072304721162156
Jordan;0,4;0,2;100;5~1;no PCA;Day;Day;Day;0,0767116099206453
Elman;0,4;0,2;100;5~1;no PCA;Day;Day;Day;0,0815812587696569
MLP;0,6;0,2;100;5~1;no PCA;Day;Day;Day;0,0517734845539043
Jordan;0,6;0,2;100;5~1;no PCA;Day;Day;Day;0,0630431135934367
Elman;0,6;0,2;100;5~1;no PCA;Day;Day;Day;0,0785032355491348
MLP;0,8;0,2;100;5~1;no PCA;Day;Day;Day;0,0276944161469205
Jordan;0,8;0,2;100;5~1;no PCA;Day;Day;Day;0,0390742658601902
Elman;0,8;0,2;100;5~1;no PCA;Day;Day;Day;0,0768824111244834
MLP;1;0,2;100;5~1;no PCA;Day;Day;Day;0,0106255656240813
Jordan;1;0,2;100;5~1;no PCA;Day;Day;Day;0,0209187163090723
Elman;1;0,2;100;5~1;no PCA;Day;Day;Day;0,0703629386573532
MLP;0;0,4;100;5~1;no PCA;Day;Day;Day;0,165639890209044
Jordan;0;0,4;100;5~1;no PCA;Day;Day;Day;0,170101021558517
Elman;0;0,4;100;5~1;no PCA;Day;Day;Day;0,17693992919128
MLP;0,2;0,4;100;5~1;no PCA;Day;Day;Day;0,104313774670467
Jordan;0,2;0,4;100;5~1;no PCA;Day;Day;Day;0,101529551632366
Elman;0,2;0,4;100;5~1;no PCA;Day;Day;Day;0,0960527672168396
MLP;0,4;0,4;100;5~1;no PCA;Day;Day;Day;0,0926414736704658
Jordan;0,4;0,4;100;5~1;no PCA;Day;Day;Day;0,0935418347327387
Elman;0,4;0,4;100;5~1;no PCA;Day;Day;Day;0,0921600808245774
MLP;0,6;0,4;100;5~1;no PCA;Day;Day;Day;0,0849416057720197
Jordan;0,6;0,4;100;5~1;no PCA;Day;Day;Day;0,0909856825309724
Elman;0,6;0,4;100;5~1;no PCA;Day;Day;Day;0,0918640609112101
MLP;0,8;0,4;100;5~1;no PCA;Day;Day;Day;0,0747986156162411
Jordan;0,8;0,4;100;5~1;no PCA;Day;Day;Day;0,0899052064831822
Elman;0,8;0,4;100;5~1;no PCA;Day;Day;Day;0,0922641277823585
MLP;1;0,4;100;5~1;no PCA;Day;Day;Day;0,0562394542104784
Jordan;1;0,4;100;5~1;no PCA;Day;Day;Day;0,0875329458105793
Elman;1;0,4;100;5~1;no PCA;Day;Day;Day;0,0930580130749932
MLP;0;0,6;100;5~1;no PCA;Day;Day;Day;0,255231735763486
Jordan;0;0,6;100;5~1;no PCA;Day;Day;Day;0,254966727564982
Elman;0;0,6;100;5~1;no PCA;Day;Day;Day;0,255424708272279
MLP;0,2;0,6;100;5~1;no PCA;Day;Day;Day;0,115703531117717
Jordan;0,2;0,6;100;5~1;no PCA;Day;Day;Day;0,111936005675195
Elman;0,2;0,6;100;5~1;no PCA;Day;Day;Day;0,106252694279464
MLP;0,4;0,6;100;5~1;no PCA;Day;Day;Day;0,105706449990874
Jordan;0,4;0,6;100;5~1;no PCA;Day;Day;Day;0,105118309281024
Elman;0,4;0,6;100;5~1;no PCA;Day;Day;Day;0,102868900499867
MLP;0,6;0,6;100;5~1;no PCA;Day;Day;Day;0,103099351790841
Jordan;0,6;0,6;100;5~1;no PCA;Day;Day;Day;0,103955048676356
Elman;0,6;0,6;100;5~1;no PCA;Day;Day;Day;0,102666817776435
MLP;0,8;0,6;100;5~1;no PCA;Day;Day;Day;0,102445954952562
Jordan;0,8;0,6;100;5~1;no PCA;Day;Day;Day;0,104060369688852
Elman;0,8;0,6;100;5~1;no PCA;Day;Day;Day;0,10330776423234
MLP;1;0,6;100;5~1;no PCA;Day;Day;Day;0,102110273800875
Jordan;1;0,6;100;5~1;no PCA;Day;Day;Day;0,104748750460329
Elman;1;0,6;100;5~1;no PCA;Day;Day;Day;0,104297447221936
MLP;0;0,8;100;5~1;no PCA;Day;Day;Day;0,325060092299869
Jordan;0;0,8;100;5~1;no PCA;Day;Day;Day;0,323890859374973
Elman;0;0,8;100;5~1;no PCA;Day;Day;Day;0,296822372240208
MLP;0,2;0,8;100;5~1;no PCA;Day;Day;Day;0,128718461478261
Jordan;0,2;0,8;100;5~1;no PCA;Day;Day;Day;0,124312874540218
Elman;0,2;0,8;100;5~1;no PCA;Day;Day;Day;0,118580364932329
MLP;0,4;0,8;100;5~1;no PCA;Day;Day;Day;0,119476006700157
Jordan;0,4;0,8;100;5~1;no PCA;Day;Day;Day;0,118079201873224
Elman;0,4;0,8;100;5~1;no PCA;Day;Day;Day;0,115357437074257
MLP;0,6;0,8;100;5~1;no PCA;Day;Day;Day;0,117728214293236
Jordan;0,6;0,8;100;5~1;no PCA;Day;Day;Day;0,117035230998323
Elman;0,6;0,8;100;5~1;no PCA;Day;Day;Day;0,115333645579764
MLP;0,8;0,8;100;5~1;no PCA;Day;Day;Day;0,11752123221271
Jordan;0,8;0,8;100;5~1;no PCA;Day;Day;Day;0,117438109242621
Elman;0,8;0,8;100;5~1;no PCA;Day;Day;Day;0,116189445077027
MLP;1;0,8;100;5~1;no PCA;Day;Day;Day;0,118213282461398
Jordan;1;0,8;100;5~1;no PCA;Day;Day;Day;0,118383099012645
Elman;1;0,8;100;5~1;no PCA;Day;Day;Day;0,117394806921029
MLP;0;1;100;5~1;no PCA;Day;Day;Day;0,347676070260958
Jordan;0;1;100;5~1;no PCA;Day;Day;Day;0,343000479432266
Elman;0;1;100;5~1;no PCA;Day;Day;Day;0,318455838640611
MLP;0,2;1;100;5~1;no PCA;Day;Day;Day;0,144417562978914
Jordan;0,2;1;100;5~1;no PCA;Day;Day;Day;0,139352528164244
Elman;0,2;1;100;5~1;no PCA;Day;Day;Day;0,13332495846309
MLP;0,4;1;100;5~1;no PCA;Day;Day;Day;0,135285374753073
Jordan;0,4;1;100;5~1;no PCA;Day;Day;Day;0,133101573310459
Elman;0,4;1;100;5~1;no PCA;Day;Day;Day;0,130095153696262
MLP;0,6;1;100;5~1;no PCA;Day;Day;Day;0,133519149560457
Jordan;0,6;1;100;5~1;no PCA;Day;Day;Day;0,132257948321984
Elman;0,6;1;100;5~1;no PCA;Day;Day;Day;0,130254443169252
MLP;0,8;1;100;5~1;no PCA;Day;Day;Day;0,133626350002586
Jordan;0,8;1;100;5~1;no PCA;Day;Day;Day;0,132829002986369
Elman;0,8;1;100;5~1;no PCA;Day;Day;Day;0,131334025116072
MLP;1;1;100;5~1;no PCA;Day;Day;Day;0,134546123553252
Jordan;1;1;100;5~1;no PCA;Day;Day;Day;0,133982858940475
Elman;1;1;100;5~1;no PCA;Day;Day;Day;0,132795249318988
MLP;0;0;500;5~1;no PCA;Day;Day;Day;0,0837535845343072
Jordan;0;0;500;5~1;no PCA;Day;Day;Day;0,0859227303746238
Elman;0;0;500;5~1;no PCA;Day;Day;Day;0,0825140399223917
MLP;0,2;0;500;5~1;no PCA;Day;Day;Day;0,00590258935906777
Jordan;0,2;0;500;5~1;no PCA;Day;Day;Day;0,00455228388017075
Elman;0,2;0;500;5~1;no PCA;Day;Day;Day;0,00382262306053652
MLP;0,4;0;500;5~1;no PCA;Day;Day;Day;0,00227712458292451
Jordan;0,4;0;500;5~1;no PCA;Day;Day;Day;0,00223699510737351
Elman;0,4;0;500;5~1;no PCA;Day;Day;Day;0,00227703386869914
MLP;0,6;0;500;5~1;no PCA;Day;Day;Day;0,00238502402298662
Jordan;0,6;0;500;5~1;no PCA;Day;Day;Day;0,0023710806462405
Elman;0,6;0;500;5~1;no PCA;Day;Day;Day;0,00239699720653518
MLP;0,8;0;500;5~1;no PCA;Day;Day;Day;0,00249922794244982
Jordan;0,8;0;500;5~1;no PCA;Day;Day;Day;0,00249676928693288
Elman;0,8;0;500;5~1;no PCA;Day;Day;Day;0,00252376236557887
MLP;1;0;500;5~1;no PCA;Day;Day;Day;0,00261372358476484
Jordan;1;0;500;5~1;no PCA;Day;Day;Day;0,00260986542692226
Elman;1;0;500;5~1;no PCA;Day;Day;Day;0,00259836455894919
MLP;0;0,2;500;5~1;no PCA;Day;Day;Day;0,112340413614961
Jordan;0;0,2;500;5~1;no PCA;Day;Day;Day;0,112360011449204
Elman;0;0,2;500;5~1;no PCA;Day;Day;Day;0,115138179202453
MLP;0,2;0,2;500;5~1;no PCA;Day;Day;Day;0,00912394119786479
Jordan;0,2;0,2;500;5~1;no PCA;Day;Day;Day;0,0107191791479259
Elman;0,2;0,2;500;5~1;no PCA;Day;Day;Day;0,0518599498001452
MLP;0,4;0,2;500;5~1;no PCA;Day;Day;Day;0,00250795509536826
Jordan;0,4;0,2;500;5~1;no PCA;Day;Day;Day;0,00249048276857197
Elman;0,4;0,2;500;5~1;no PCA;Day;Day;Day;0,00516384956556176
MLP;0,6;0,2;500;5~1;no PCA;Day;Day;Day;0,00257360003105527
Jordan;0,6;0,2;500;5~1;no PCA;Day;Day;Day;0,00251440728008002
Elman;0,6;0,2;500;5~1;no PCA;Day;Day;Day;0,00465590584440898
MLP;0,8;0,2;500;5~1;no PCA;Day;Day;Day;0,00263691684507317
Jordan;0,8;0,2;500;5~1;no PCA;Day;Day;Day;0,00254913962072815
Elman;0,8;0,2;500;5~1;no PCA;Day;Day;Day;0,00389602630061368
MLP;1;0,2;500;5~1;no PCA;Day;Day;Day;0,00266225505624819
Jordan;1;0,2;500;5~1;no PCA;Day;Day;Day;0,00262682650798338
Elman;1;0,2;500;5~1;no PCA;Day;Day;Day;0,00328860543034324
MLP;0;0,4;500;5~1;no PCA;Day;Day;Day;0,16700789493635
Jordan;0;0,4;500;5~1;no PCA;Day;Day;Day;0,171187999633064
Elman;0;0,4;500;5~1;no PCA;Day;Day;Day;0,180770042344664
MLP;0,2;0,4;500;5~1;no PCA;Day;Day;Day;0,0464702853757008
Jordan;0,2;0,4;500;5~1;no PCA;Day;Day;Day;0,0773704699622081
Elman;0,2;0,4;500;5~1;no PCA;Day;Day;Day;0,0880917669375268
MLP;0,4;0,4;500;5~1;no PCA;Day;Day;Day;0,00342096477078355
Jordan;0,4;0,4;500;5~1;no PCA;Day;Day;Day;0,023511642954742
Elman;0,4;0,4;500;5~1;no PCA;Day;Day;Day;0,0883669717044727
MLP;0,6;0,4;500;5~1;no PCA;Day;Day;Day;0,00260145026015925
Jordan;0,6;0,4;500;5~1;no PCA;Day;Day;Day;0,00618691847845932
Elman;0,6;0,4;500;5~1;no PCA;Day;Day;Day;0,0892266935944946
MLP;0,8;0,4;500;5~1;no PCA;Day;Day;Day;0,0026381053827976
Jordan;0,8;0,4;500;5~1;no PCA;Day;Day;Day;0,00290527735340988
Elman;0,8;0,4;500;5~1;no PCA;Day;Day;Day;0,0891437930951226
MLP;1;0,4;500;5~1;no PCA;Day;Day;Day;0,00262593117504305
Jordan;1;0,4;500;5~1;no PCA;Day;Day;Day;0,00252433300002697
Elman;1;0,4;500;5~1;no PCA;Day;Day;Day;0,0905737762476463
MLP;0;0,6;500;5~1;no PCA;Day;Day;Day;0,252880030839063
Jordan;0;0,6;500;5~1;no PCA;Day;Day;Day;0,250309425626905
Elman;0;0,6;500;5~1;no PCA;Day;Day;Day;0,262312616052836
MLP;0,2;0,6;500;5~1;no PCA;Day;Day;Day;0,0946516245117998
Jordan;0,2;0,6;500;5~1;no PCA;Day;Day;Day;0,0989281029054598
Elman;0,2;0,6;500;5~1;no PCA;Day;Day;Day;0,0985241084058347
MLP;0,4;0,6;500;5~1;no PCA;Day;Day;Day;0,0459316129873561
Jordan;0,4;0,6;500;5~1;no PCA;Day;Day;Day;0,0986323537237109
Elman;0,4;0,6;500;5~1;no PCA;Day;Day;Day;0,0989558882158121
MLP;0,6;0,6;500;5~1;no PCA;Day;Day;Day;0,0130065553740324
Jordan;0,6;0,6;500;5~1;no PCA;Day;Day;Day;0,0912907424796863
Elman;0,6;0,6;500;5~1;no PCA;Day;Day;Day;0,10005718421986
MLP;0,8;0,6;500;5~1;no PCA;Day;Day;Day;0,00711651569059603
Jordan;0,8;0,6;500;5~1;no PCA;Day;Day;Day;0,0819124043011488
Elman;0,8;0,6;500;5~1;no PCA;Day;Day;Day;0,101344602968961
MLP;1;0,6;500;5~1;no PCA;Day;Day;Day;0,00453921855643099
Jordan;1;0,6;500;5~1;no PCA;Day;Day;Day;0,0780165908278137
Elman;1;0,6;500;5~1;no PCA;Day;Day;Day;0,102720541803643
MLP;0;0,8;500;5~1;no PCA;Day;Day;Day;0,33026646146776
Jordan;0;0,8;500;5~1;no PCA;Day;Day;Day;0,321663894862645
Elman;0;0,8;500;5~1;no PCA;Day;Day;Day;0,302870873203687
MLP;0,2;0,8;500;5~1;no PCA;Day;Day;Day;0,111431786768437
Jordan;0,2;0,8;500;5~1;no PCA;Day;Day;Day;0,111566932517003
Elman;0,2;0,8;500;5~1;no PCA;Day;Day;Day;0,110658854483053
MLP;0,4;0,8;500;5~1;no PCA;Day;Day;Day;0,110706740191815
Jordan;0,4;0,8;500;5~1;no PCA;Day;Day;Day;0,111677258015009
Elman;0,4;0,8;500;5~1;no PCA;Day;Day;Day;0,111266229437946
MLP;0,6;0,8;500;5~1;no PCA;Day;Day;Day;0,11002558271637
Jordan;0,6;0,8;500;5~1;no PCA;Day;Day;Day;0,112818521923407
Elman;0,6;0,8;500;5~1;no PCA;Day;Day;Day;0,11258599138502
MLP;0,8;0,8;500;5~1;no PCA;Day;Day;Day;0,0965295430588767
Jordan;0,8;0,8;500;5~1;no PCA;Day;Day;Day;0,114250960536667
Elman;0,8;0,8;500;5~1;no PCA;Day;Day;Day;0,114102869830108
MLP;1;0,8;500;5~1;no PCA;Day;Day;Day;0,0872868701084721
Jordan;1;0,8;500;5~1;no PCA;Day;Day;Day;0,11581791010395
Elman;1;0,8;500;5~1;no PCA;Day;Day;Day;0,115718051848907
MLP;0;1;500;5~1;no PCA;Day;Day;Day;0,348742667489382
Jordan;0;1;500;5~1;no PCA;Day;Day;Day;0,344438708839149
Elman;0;1;500;5~1;no PCA;Day;Day;Day;0,311829388897639
MLP;0,2;1;500;5~1;no PCA;Day;Day;Day;0,126632411690717
Jordan;0,2;1;500;5~1;no PCA;Day;Day;Day;0,126137528810599
Elman;0,2;1;500;5~1;no PCA;Day;Day;Day;0,124972745794626
MLP;0,4;1;500;5~1;no PCA;Day;Day;Day;0,126426687124577
Jordan;0,4;1;500;5~1;no PCA;Day;Day;Day;0,126360325171135
Elman;0,4;1;500;5~1;no PCA;Day;Day;Day;0,125804293158334
MLP;0,6;1;500;5~1;no PCA;Day;Day;Day;0,127656012207671
Jordan;0,6;1;500;5~1;no PCA;Day;Day;Day;0,127735340546928
Elman;0,6;1;500;5~1;no PCA;Day;Day;Day;0,127377932989093
MLP;0,8;1;500;5~1;no PCA;Day;Day;Day;0,129299187694468
Jordan;0,8;1;500;5~1;no PCA;Day;Day;Day;0,12942388173385
Elman;0,8;1;500;5~1;no PCA;Day;Day;Day;0,12915888568004
MLP;1;1;500;5~1;no PCA;Day;Day;Day;0,131099940284738
Jordan;1;1;500;5~1;no PCA;Day;Day;Day;0,131252488218371
Elman;1;1;500;5~1;no PCA;Day;Day;Day;0,131043379610289
MLP;0;0;100;10~1;no PCA;Day;Day;Day;0,0953022139218856
Jordan;0;0;100;10~1;no PCA;Day;Day;Day;0,0963925794539706
Elman;0;0;100;10~1;no PCA;Day;Day;Day;0,0917783154732594
MLP;0,2;0;100;10~1;no PCA;Day;Day;Day;0,0606407078468606
Jordan;0,2;0;100;10~1;no PCA;Day;Day;Day;0,0603136940225208
Elman;0,2;0;100;10~1;no PCA;Day;Day;Day;0,061817963356417
MLP;0,4;0;100;10~1;no PCA;Day;Day;Day;0,0400717278136775
Jordan;0,4;0;100;10~1;no PCA;Day;Day;Day;0,0395227023574746
Elman;0,4;0;100;10~1;no PCA;Day;Day;Day;0,0433011438901809
MLP;0,6;0;100;10~1;no PCA;Day;Day;Day;0,0167639081951774
Jordan;0,6;0;100;10~1;no PCA;Day;Day;Day;0,0163471026382062
Elman;0,6;0;100;10~1;no PCA;Day;Day;Day;0,0182517890894146
MLP;0,8;0;100;10~1;no PCA;Day;Day;Day;0,00567093119777127
Jordan;0,8;0;100;10~1;no PCA;Day;Day;Day;0,00587019008076355
Elman;0,8;0;100;10~1;no PCA;Day;Day;Day;0,00677432323151899
MLP;1;0;100;10~1;no PCA;Day;Day;Day;0,00320547530070671
Jordan;1;0;100;10~1;no PCA;Day;Day;Day;0,00337777314063138
Elman;1;0;100;10~1;no PCA;Day;Day;Day;0,00445061218679733
MLP;0;0,2;100;10~1;no PCA;Day;Day;Day;0,150115577481177
Jordan;0;0,2;100;10~1;no PCA;Day;Day;Day;0,156031857336732
Elman;0;0,2;100;10~1;no PCA;Day;Day;Day;0,170841390734666
MLP;0,2;0,2;100;10~1;no PCA;Day;Day;Day;0,0960185045896497
Jordan;0,2;0,2;100;10~1;no PCA;Day;Day;Day;0,0961292229909271
Elman;0,2;0,2;100;10~1;no PCA;Day;Day;Day;0,0893146660824041
MLP;0,4;0,2;100;10~1;no PCA;Day;Day;Day;0,0637943551633406
Jordan;0,4;0,2;100;10~1;no PCA;Day;Day;Day;0,0701339055414834
Elman;0,4;0,2;100;10~1;no PCA;Day;Day;Day;0,0839756304353805
MLP;0,6;0,2;100;10~1;no PCA;Day;Day;Day;0,0295700552510956
Jordan;0,6;0,2;100;10~1;no PCA;Day;Day;Day;0,0407103665646647
Elman;0,6;0,2;100;10~1;no PCA;Day;Day;Day;0,0830362102653869
MLP;0,8;0,2;100;10~1;no PCA;Day;Day;Day;0,00899200553110522
Jordan;0,8;0,2;100;10~1;no PCA;Day;Day;Day;0,0197237128878575
Elman;0,8;0,2;100;10~1;no PCA;Day;Day;Day;0,0830840416225298
MLP;1;0,2;100;10~1;no PCA;Day;Day;Day;0,00397763425972373
Jordan;1;0,2;100;10~1;no PCA;Day;Day;Day;0,0061232870551133
Elman;1;0,2;100;10~1;no PCA;Day;Day;Day;0,0835266717886045
MLP;0;0,4;100;10~1;no PCA;Day;Day;Day;0,297851528291356
Jordan;0;0,4;100;10~1;no PCA;Day;Day;Day;0,300387192924729
