User:;komputer
IndexName:;WIG20Matkil
StartDate:;2015-01-27 21:54:28
CalculationTime:;09:10:07
TestCasesNumber:;3
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Jordan;1;0;5000;30~30~1;20;Day;Day;Day;444,098114822108;0,517751479289941;0,732142857142857;0,305882352941176;0,502958579881657;0,723796033994334
Elman;1;0;5000;30~30~1;20;Day;Day;Day;397,462815820818;0,545364891518738;0,825396825396825;0,268627450980392;0,502958579881657;0,745514636449481
MLP;0,75;0,25;5000;30~30~1;20;Day;Day;Day;750,511801353642;0,525641025641026;0,845238095238095;0,209803921568627;0,502958579881657;0,652030217186025
Jordan;0,75;0,25;5000;30~30~1;20;Day;Day;Day;905,621992484599;0,536489151873767;0,930555555555555;0,147058823529412;0,502958579881657;0,632200188857413
Elman;0,75;0,25;5000;30~30~1;20;Day;Day;Day;617,130630347784;0,56508875739645;0,718253968253968;0,413725490196078;0,502958579881657;0,668555240793201
MLP;1;0,25;5000;30~30~1;20;Day;Day;Day;732,803456240501;0,525641025641026;0,892857142857143;0,162745098039216;0,502958579881657;0,681303116147309
Jordan;1;0,25;5000;30~30~1;20;Day;Day;Day;747,8515556921;0,523668639053254;0,920634920634921;0,131372549019608;0,502958579881657;0,6671388101983
Elman;1;0,25;5000;30~30~1;20;Day;Day;Day;680,132629745109;0,559171597633136;0,781746031746032;0,33921568627451;0,502958579881657;0,644475920679887
MLP;0,75;0;5000;10~10~1;20;Day;Day;Day;711,446723632919;0,503944773175542;0,986111111111111;0,0274509803921569;0,502958579881657;0,650613786591124
Jordan;0,75;0;5000;10~10~1;20;Day;Day;Day;667,538452910797;0,517751479289941;0,962301587301587;0,0784313725490196;0,502958579881657;0,649197355996223
Elman;0,75;0;5000;10~10~1;20;Day;Day;Day;547,075537235552;0,527613412228797;0,892857142857143;0,166666666666667;0,502958579881657;0,670915958451369
MLP;1;0;5000;10~10~1;20;Day;Day;Day;637,160068303033;0,51577909270217;0,968253968253968;0,0686274509803921;0,502958579881657;0,667610953729934
Jordan;1;0;5000;10~10~1;20;Day;Day;Day;646,009005252513;0,504930966469428;0,992063492063492;0,0235294117647059;0,502958579881657;0,658640226628895
Elman;1;0;5000;10~10~1;20;Day;Day;Day;536,548185995806;0,556213017751479;0,847222222222222;0,268627450980392;0,502958579881657;0,701133144475921
MLP;0,75;0,25;5000;10~10~1;20;Day;Day;Day;1030,07442848906;0,509861932938856;0,964285714285714;0,0607843137254902;0,502958579881657;0,609065155807366
Jordan;0,75;0,25;5000;10~10~1;20;Day;Day;Day;1429,99104097414;0,566074950690335;0,680555555555556;0,452941176470588;0,502958579881657;0,573182247403211
Elman;0,75;0,25;5000;10~10~1;20;Day;Day;Day;630,380630107475;0,53353057199211;0,882936507936508;0,188235294117647;0,502958579881657;0,656279508970727
MLP;1;0,25;5000;10~10~1;20;Day;Day;Day;1081,09423198352;0,556213017751479;0,785714285714286;0,329411764705882;0,502958579881657;0,593012275731822
Jordan;1;0,25;5000;10~10~1;20;Day;Day;Day;842,216012013646;0,545364891518738;0,757936507936508;0,335294117647059;0,502958579881657;0,625590179414542
Elman;1;0,25;5000;10~10~1;20;Day;Day;Day;576,50776006693;0,514792899408284;0,938492063492064;0,096078431372549;0,502958579881657;0,684608120868744
