User:;Maciej
IndexName:;TimeSeriesOur
StartDate:;2015-01-14 00:01:59
CalculationTime:;00:07:17
TestCasesNumber:;100
ProportionalDivisionTrainingTestData:;0,7
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError
MLP;0,2;0,8;500;5~1;no PCA;Day;Day;Day;0,111293591642077
Jordan;0,2;0,8;500;5~1;no PCA;Day;Day;Day;0,111609804269296
Elman;0,2;0,8;500;5~1;no PCA;Day;Day;Day;0,110660884565726
MLP;0,4;0,8;500;5~1;no PCA;Day;Day;Day;0,110687847127391
Jordan;0,4;0,8;500;5~1;no PCA;Day;Day;Day;0,111664042178118
Elman;0,4;0,8;500;5~1;no PCA;Day;Day;Day;0,111271707927589
MLP;0,6;0,8;500;5~1;no PCA;Day;Day;Day;0,108520753249403
Jordan;0,6;0,8;500;5~1;no PCA;Day;Day;Day;0,112819870961056
Elman;0,6;0,8;500;5~1;no PCA;Day;Day;Day;0,112584468778264
MLP;0,8;0,8;500;5~1;no PCA;Day;Day;Day;0,0922977248762165
Jordan;0,8;0,8;500;5~1;no PCA;Day;Day;Day;0,114246904630469
Elman;0,8;0,8;500;5~1;no PCA;Day;Day;Day;0,11410234363724
MLP;1;0,8;500;5~1;no PCA;Day;Day;Day;0,0828793446674026
Jordan;1;0,8;500;5~1;no PCA;Day;Day;Day;0,115825530942986
Elman;1;0,8;500;5~1;no PCA;Day;Day;Day;0,115718152891618
MLP;0;1;500;5~1;no PCA;Day;Day;Day;0,349928205142983
Jordan;0;1;500;5~1;no PCA;Day;Day;Day;0,343406408028136
Elman;0;1;500;5~1;no PCA;Day;Day;Day;0,317977217792825
MLP;0,2;1;500;5~1;no PCA;Day;Day;Day;0,126668298737665
Jordan;0,2;1;500;5~1;no PCA;Day;Day;Day;0,12612418105125
Elman;0,2;1;500;5~1;no PCA;Day;Day;Day;0,124979812381151
MLP;0,4;1;500;5~1;no PCA;Day;Day;Day;0,12645976733679
Jordan;0,4;1;500;5~1;no PCA;Day;Day;Day;0,126368188156783
Elman;0,4;1;500;5~1;no PCA;Day;Day;Day;0,125804052993651
MLP;0,6;1;500;5~1;no PCA;Day;Day;Day;0,127659811633273
Jordan;0,6;1;500;5~1;no PCA;Day;Day;Day;0,127743404827038
Elman;0,6;1;500;5~1;no PCA;Day;Day;Day;0,12737804063365
MLP;0,8;1;500;5~1;no PCA;Day;Day;Day;0,129314901002451
Jordan;0,8;1;500;5~1;no PCA;Day;Day;Day;0,129427642567232
Elman;0,8;1;500;5~1;no PCA;Day;Day;Day;0,129157900656619
MLP;1;1;500;5~1;no PCA;Day;Day;Day;0,131094020926256
Jordan;1;1;500;5~1;no PCA;Day;Day;Day;0,13125213161608
Elman;1;1;500;5~1;no PCA;Day;Day;Day;0,131043547072824
