User:;Maciej
IndexName:;WIG20Closing
StartDate:;2015-01-15 12:44:55
CalculationTime:;02:46:41
TestCasesNumber:;4
ProportionalDivisionTrainingTestData:;0,7
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Jordan;2;0;10000;10~1;no PCA;TwoWeeks;Day;Day;1365,55412092175;0,497614314115308;0,502584493041749;0,838709677419355
Elman;2;0;10000;10~1;no PCA;TwoWeeks;Day;Day;1602,90511100892;0,495825049701789;0,502584493041749;0,774193548387097
MLP;0;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1763338,91053869;0,512922465208748;0,502584493041749;0,516129032258065
Jordan;0;0;10000;30~1;no PCA;TwoWeeks;Day;Day;2527287,44205102;0,496222664015905;0,502584493041749;0,483870967741936
Elman;0;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1449187,85787063;0,49662027833002;0,502584493041749;0,516129032258065
MLP;0,5;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1505,88098123718;0,496222664015905;0,502584493041749;0,774193548387097
Jordan;0,5;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1594,92139353007;0,495825049701789;0,502584493041749;0,741935483870968
Elman;0,5;0;10000;30~1;no PCA;TwoWeeks;Day;Day;2645,12871312003;0,494632206759443;0,502584493041749;0,67741935483871
MLP;1;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1426,55449084281;0,497216699801193;0,502584493041749;0,838709677419355
Jordan;1;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1476,19181391258;0,497614314115308;0,502584493041749;0,838709677419355
Elman;1;0;10000;30~1;no PCA;TwoWeeks;Day;Day;2471,78399067955;0,494433399602386;0,502584493041749;0,645161290322581
MLP;1,5;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1446,35511061414;0,497017892644135;0,502584493041749;0,838709677419355
Jordan;1,5;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1480,7706690236;0,497017892644135;0,502584493041749;0,838709677419355
Elman;1,5;0;10000;30~1;no PCA;TwoWeeks;Day;Day;2399,48938037084;0,494831013916501;0,502584493041749;0,645161290322581
MLP;2;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1471,41210170185;0,49662027833002;0,502584493041749;0,838709677419355
Jordan;2;0;10000;30~1;no PCA;TwoWeeks;Day;Day;1481,89226829378;0,496819085487078;0,502584493041749;0,838709677419355
Elman;2;0;10000;30~1;no PCA;TwoWeeks;Day;Day;2170,23451656802;0,494831013916501;0,502584493041749;0,67741935483871
MLP;0;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1998771,68024844;0,501988071570577;0,502584493041749;0,516129032258065
Jordan;0;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1594989,0901344;0,5;0,502584493041749;0,516129032258065
Elman;0;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1637105,34176792;0,499801192842942;0,502584493041749;0,516129032258065
MLP;0,5;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1170,83615174368;0,498011928429423;0,502584493041749;0,870967741935484
Jordan;0,5;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1234,55401804731;0,497216699801193;0,502584493041749;0,838709677419355
Elman;0,5;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1267,48615864725;0,496222664015905;0,502584493041749;0,838709677419355
MLP;1;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1151,73094030998;0,49741550695825;0,502584493041749;0,870967741935484
Jordan;1;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1232,13393474054;0,498807157057654;0,502584493041749;0,870967741935484
Elman;1;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1272,23198581566;0,497216699801193;0,502584493041749;0,870967741935484
MLP;1,5;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1240,47117957767;0,500596421471173;0,502584493041749;0,870967741935484
Jordan;1,5;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1279,00317956141;0,497813121272366;0,502584493041749;0,870967741935484
Elman;1,5;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1320,34486931958;0,49741550695825;0,502584493041749;0,870967741935484
MLP;2;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1267,33134012417;0,497813121272366;0,502584493041749;0,838709677419355
Jordan;2;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1331,72472443933;0,498608349900596;0,502584493041749;0,870967741935484
Elman;2;0;10000;2~2~1;no PCA;TwoWeeks;Day;Day;1345,94529178721;0,495427435387674;0,502584493041749;0,838709677419355
MLP;0;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;3031565,0600473;0,504373757455268;0,502584493041749;0,516129032258065
Jordan;0;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;731121,074976497;0,499602385685885;0,502584493041749;0,516129032258065
Elman;0;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;2150934,98883282;0,50934393638171;0,502584493041749;0,516129032258065
MLP;0,5;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1203,13019974802;0,497614314115308;0,502584493041749;0,870967741935484
Jordan;0,5;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1282,86639427085;0,497017892644135;0,502584493041749;0,870967741935484
Elman;0,5;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1379,99347207221;0,49662027833002;0,502584493041749;0,838709677419355
MLP;1;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1198,33724827956;0,498011928429423;0,502584493041749;0,870967741935484
Jordan;1;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1260,89484383174;0,498210735586481;0,502584493041749;0,870967741935484
Elman;1;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1408,22804804217;0,496421471172962;0,502584493041749;0,903225806451613
MLP;1,5;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1250,65181503874;0,499801192842942;0,502584493041749;0,870967741935484
Jordan;1,5;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1298,0717066029;0,497614314115308;0,502584493041749;0,870967741935484
Elman;1,5;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1445,91274037194;0,496023856858847;0,502584493041749;0,838709677419355
MLP;2;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1308,88344776091;0,497813121272366;0,502584493041749;0,838709677419355
Jordan;2;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1387,3043291362;0,49662027833002;0,502584493041749;0,838709677419355
Elman;2;0;10000;5~5~1;no PCA;TwoWeeks;Day;Day;1470,5459700439;0,496222664015905;0,502584493041749;0,838709677419355
MLP;0;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;2421799,93783446;0,50596421471173;0,502584493041749;0,516129032258065
Jordan;0;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;3029166,28131363;0,504970178926441;0,502584493041749;0,516129032258065
Elman;0;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;1884307,19183714;0,496819085487078;0,502584493041749;0,548387096774194
MLP;0,5;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;1447,89480555378;0,496819085487078;0,502584493041749;0,838709677419355
Jordan;0,5;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;1480,03482514969;0,497216699801193;0,502584493041749;0,838709677419355
Elman;0,5;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;2487,33974586806;0,494632206759443;0,502584493041749;0,645161290322581
MLP;1;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;1409,43483059417;0,497017892644135;0,502584493041749;0,838709677419355
Jordan;1;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;1456,72141816425;0,496819085487078;0,502584493041749;0,838709677419355
Elman;1;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;2192,09381900057;0,495029821073559;0,502584493041749;0,774193548387097
MLP;1,5;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;1372,56079440936;0,49741550695825;0,502584493041749;0,870967741935484
Jordan;1,5;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;1432,64884506282;0,497614314115308;0,502584493041749;0,870967741935484
Elman;1,5;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;2299,46918209561;0,495228628230616;0,502584493041749;0,741935483870968
MLP;2;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;1370,82895261509;0,498210735586481;0,502584493041749;0,870967741935484
Jordan;2;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;1464,44256751203;0,499005964214712;0,502584493041749;0,838709677419355
Elman;2;0;10000;30~30~1;no PCA;TwoWeeks;Day;Day;2208,97482313129;0,495228628230616;0,502584493041749;0,838709677419355
