User:;komputer
IndexName:;Wig20ClosingAndVolumeOnly
StartDate:;2015-01-17 21:49:06
CalculationTime:;10:03:48
TestCasesNumber:;4
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Jordan;0,8;0,1;700;60~60~1;no PCA;Day;Day;Day;1032,97478958312;0,5;0;1;0,5;0,515950069348128
Elman;0,8;0,1;700;60~60~1;no PCA;Day;Day;Day;1357,3672951974;0,569040697674419;0,32703488372093;0,811046511627907;0,5;0,525312066574202
MLP;0,8;0,1;1000;60~60~1;no PCA;Day;Day;Day;1013,56896453056;0,5;0;1;0,5;0,516990291262136
Jordan;0,8;0,1;1000;60~60~1;no PCA;Day;Day;Day;1022,77162946342;0,5;0;1;0,5;0,518377253814147
Elman;0,8;0,1;1000;60~60~1;no PCA;Day;Day;Day;1242,21828323807;0,563226744186046;0,303779069767442;0,822674418604651;0,5;0,519417475728155
MLP;0,8;0,1;2500;60~60~1;no PCA;Day;Day;Day;1005,72083064265;0,5;0;1;0,5;0,505201109570042
Jordan;0,8;0,1;2500;60~60~1;no PCA;Day;Day;Day;1011,92448359079;0,5;0;1;0,5;0,520457697642164
Elman;0,8;0,1;2500;60~60~1;no PCA;Day;Day;Day;1162,46496429426;0,502906976744186;0,00726744186046512;0,998546511627907;0,5;0,516990291262136
MLP;0,8;0,1;7500;60~60~1;no PCA;Day;Day;Day;960,895072701029;0,582848837209302;0,611918604651163;0,553779069767442;0,5;0,528085991678225
Jordan;0,8;0,1;7500;60~60~1;no PCA;Day;Day;Day;955,825207174338;0,586482558139535;0,545058139534884;0,627906976744186;0,5;0,51872399445215
Elman;0,8;0,1;7500;60~60~1;no PCA;Day;Day;Day;1083,01866031661;0,497093023255814;0,00290697674418605;0,991279069767442;0,5;0,529819694868239
MLP;0,8;0,1;10000;60~60~1;no PCA;Day;Day;Day;945,843567390533;0,585029069767442;0,553779069767442;0,616279069767442;0,5;0,517337031900139
Jordan;0,8;0,1;10000;60~60~1;no PCA;Day;Day;Day;948,261205947278;0,597383720930233;0,662790697674419;0,531976744186046;0,5;0,514909847434119
Elman;0,8;0,1;10000;60~60~1;no PCA;Day;Day;Day;1082,95948124229;0,51671511627907;0,117732558139535;0,915697674418605;0,5;0,519070735090153
