User:;komputer
IndexName:;WIG20withMacro
StartDate:;2015-01-14 23:22:40
CalculationTime:;03:38:19
TestCasesNumber:;4
ProportionalDivisionTrainingTestData:;0,7
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Jordan;0,25;0,75;10000;5~1;no PCA;Day;Day;Day;3497,45915873381;0,497916253224846;0,503076007144275;0,67741935483871
Elman;0,25;0,75;10000;5~1;no PCA;Day;Day;Day;3327,07440557941;0,49811470529867;0,503076007144275;0,67741935483871
MLP;0,5;0,75;10000;5~1;no PCA;Day;Day;Day;2848,24089884735;0,498511609446319;0,503076007144275;0,67741935483871
Jordan;0,5;0,75;10000;5~1;no PCA;Day;Day;Day;2854,48715119042;0,49950386981544;0,503076007144275;0,67741935483871
Elman;0,5;0,75;10000;5~1;no PCA;Day;Day;Day;2829,549946039;0,49811470529867;0,503076007144275;0,709677419354839
MLP;0,75;0,75;10000;5~1;no PCA;Day;Day;Day;2647,73854916076;0,498313157372495;0,503076007144275;0,645161290322581
Jordan;0,75;0,75;10000;5~1;no PCA;Day;Day;Day;2693,52243746573;0,498710061520143;0,503076007144275;0,67741935483871
Elman;0,75;0,75;10000;5~1;no PCA;Day;Day;Day;2708,12903237031;0,499702321889264;0,503076007144275;0,741935483870968
MLP;1;0,75;10000;5~1;no PCA;Day;Day;Day;2513,66202664681;0,500297678110736;0,503076007144275;0,774193548387097
Jordan;1;0,75;10000;5~1;no PCA;Day;Day;Day;2611,04501442389;0,50049613018456;0,503076007144275;0,774193548387097
Elman;1;0,75;10000;5~1;no PCA;Day;Day;Day;2481,17023852387;0,499702321889264;0,503076007144275;0,67741935483871
MLP;0,25;0;10000;10~1;no PCA;Day;Day;Day;2713,66082950259;0,497916253224846;0,503076007144275;0,806451612903226
Jordan;0,25;0;10000;10~1;no PCA;Day;Day;Day;2703,3667133776;0,49811470529867;0,503076007144275;0,806451612903226
Elman;0,25;0;10000;10~1;no PCA;Day;Day;Day;2868,63478600157;0,499106965667791;0,503076007144275;0,806451612903226
MLP;0,5;0;10000;10~1;no PCA;Day;Day;Day;2723,08629790227;0,49811470529867;0,503076007144275;0,806451612903226
Jordan;0,5;0;10000;10~1;no PCA;Day;Day;Day;2645,09206566949;0,498511609446319;0,503076007144275;0,774193548387097
Elman;0,5;0;10000;10~1;no PCA;Day;Day;Day;2538,15971452788;0,498511609446319;0,503076007144275;0,806451612903226
MLP;0,75;0;10000;10~1;no PCA;Day;Day;Day;2467,25851277921;0,497717801151022;0,503076007144275;0,806451612903226
Jordan;0,75;0;10000;10~1;no PCA;Day;Day;Day;2611,33690048442;0,49811470529867;0,503076007144275;0,774193548387097
Elman;0,75;0;10000;10~1;no PCA;Day;Day;Day;2330,77990758405;0,49950386981544;0,503076007144275;0,806451612903226
MLP;1;0;10000;10~1;no PCA;Day;Day;Day;2249,51420130593;0,499900773963088;0,503076007144275;0,774193548387097
Jordan;1;0;10000;10~1;no PCA;Day;Day;Day;2377,77137407775;0,499305417741615;0,503076007144275;0,774193548387097
Elman;1;0;10000;10~1;no PCA;Day;Day;Day;2369,63998510204;0,499106965667791;0,503076007144275;0,741935483870968
MLP;0,25;0,25;10000;10~1;no PCA;Day;Day;Day;3087,6267936441;0,498511609446319;0,503076007144275;0,67741935483871
Jordan;0,25;0,25;10000;10~1;no PCA;Day;Day;Day;3001,53604555971;0,498511609446319;0,503076007144275;0,67741935483871
Elman;0,25;0,25;10000;10~1;no PCA;Day;Day;Day;2946,88742666743;0,496923992855725;0,503076007144275;0,67741935483871
MLP;0,5;0,25;10000;10~1;no PCA;Day;Day;Day;2728,03808013425;0,498313157372495;0,503076007144275;0,67741935483871
Jordan;0,5;0,25;10000;10~1;no PCA;Day;Day;Day;2621,00973431352;0,499305417741615;0,503076007144275;0,67741935483871
Elman;0,5;0,25;10000;10~1;no PCA;Day;Day;Day;2616,93460340858;0,500297678110736;0,503076007144275;0,709677419354839
MLP;0,75;0,25;10000;10~1;no PCA;Day;Day;Day;2616,21271769007;0,497717801151022;0,503076007144275;0,709677419354839
Jordan;0,75;0,25;10000;10~1;no PCA;Day;Day;Day;2482,06836047748;0,497916253224846;0,503076007144275;0,709677419354839
Elman;0,75;0,25;10000;10~1;no PCA;Day;Day;Day;2316,58933822028;0,49950386981544;0,503076007144275;0,67741935483871
MLP;1;0,25;10000;10~1;no PCA;Day;Day;Day;2337,29035210566;0,498908513593967;0,503076007144275;0,741935483870968
Jordan;1;0,25;10000;10~1;no PCA;Day;Day;Day;2374,81063555342;0,498511609446319;0,503076007144275;0,741935483870968
Elman;1;0,25;10000;10~1;no PCA;Day;Day;Day;2423,96207118021;0,498313157372495;0,503076007144275;0,741935483870968
MLP;0,25;0,5;10000;10~1;no PCA;Day;Day;Day;3273,18034981069;0,496923992855725;0,503076007144275;0,67741935483871
Jordan;0,25;0,5;10000;10~1;no PCA;Day;Day;Day;3333,11188811644;0,497519349077198;0,503076007144275;0,67741935483871
Elman;0,25;0,5;10000;10~1;no PCA;Day;Day;Day;3296,73059571863;0,497916253224846;0,503076007144275;0,709677419354839
MLP;0,5;0,5;10000;10~1;no PCA;Day;Day;Day;2745,85729549502;0,498511609446319;0,503076007144275;0,709677419354839
Jordan;0,5;0,5;10000;10~1;no PCA;Day;Day;Day;2787,03819212691;0,498511609446319;0,503076007144275;0,709677419354839
Elman;0,5;0,5;10000;10~1;no PCA;Day;Day;Day;2667,63464137507;0,498313157372495;0,503076007144275;0,709677419354839
MLP;0,75;0,5;10000;10~1;no PCA;Day;Day;Day;2584,81079228682;0,499702321889264;0,503076007144275;0,741935483870968
Jordan;0,75;0,5;10000;10~1;no PCA;Day;Day;Day;2610,59626521415;0,499900773963088;0,503076007144275;0,709677419354839
Elman;0,75;0,5;10000;10~1;no PCA;Day;Day;Day;2520,93202920551;0,49950386981544;0,503076007144275;0,67741935483871
MLP;1;0,5;10000;10~1;no PCA;Day;Day;Day;2380,26652049619;0,499106965667791;0,503076007144275;0,67741935483871
Jordan;1;0,5;10000;10~1;no PCA;Day;Day;Day;2453,44084989757;0,499305417741615;0,503076007144275;0,709677419354839
Elman;1;0,5;10000;10~1;no PCA;Day;Day;Day;2372,41036811527;0,498908513593967;0,503076007144275;0,645161290322581
MLP;0,25;0,75;10000;10~1;no PCA;Day;Day;Day;3430,00428971915;0,497519349077198;0,503076007144275;0,709677419354839
Jordan;0,25;0,75;10000;10~1;no PCA;Day;Day;Day;3674,18273119898;0,496923992855725;0,503076007144275;0,709677419354839
Elman;0,25;0,75;10000;10~1;no PCA;Day;Day;Day;3504,45107231015;0,49811470529867;0,503076007144275;0,67741935483871
MLP;0,5;0,75;10000;10~1;no PCA;Day;Day;Day;2973,31526440283;0,498511609446319;0,503076007144275;0,67741935483871
Jordan;0,5;0,75;10000;10~1;no PCA;Day;Day;Day;2948,62330150866;0,498511609446319;0,503076007144275;0,67741935483871
Elman;0,5;0,75;10000;10~1;no PCA;Day;Day;Day;3013,85671369826;0,497916253224846;0,503076007144275;0,67741935483871
MLP;0,75;0,75;10000;10~1;no PCA;Day;Day;Day;2653,27088058119;0,50049613018456;0,503076007144275;0,741935483870968
Jordan;0,75;0,75;10000;10~1;no PCA;Day;Day;Day;2641,79935424846;0,498908513593967;0,503076007144275;0,67741935483871
Elman;0,75;0,75;10000;10~1;no PCA;Day;Day;Day;2645,06881976744;0,498710061520143;0,503076007144275;0,67741935483871
MLP;1;0,75;10000;10~1;no PCA;Day;Day;Day;2590,49319983545;0,49950386981544;0,503076007144275;0,709677419354839
Jordan;1;0,75;10000;10~1;no PCA;Day;Day;Day;2579,66339716931;0,500099226036912;0,503076007144275;0,67741935483871
Elman;1;0,75;10000;10~1;no PCA;Day;Day;Day;2436,13649069586;0,500297678110736;0,503076007144275;0,774193548387097
MLP;0,25;0;10000;15~1;no PCA;Day;Day;Day;2789,72409137433;0,497717801151022;0,503076007144275;0,806451612903226
Jordan;0,25;0;10000;15~1;no PCA;Day;Day;Day;2800,2169346741;0,497916253224846;0,503076007144275;0,806451612903226
Elman;0,25;0;10000;15~1;no PCA;Day;Day;Day;2721,73993857703;0,497916253224846;0,503076007144275;0,774193548387097
MLP;0,5;0;10000;15~1;no PCA;Day;Day;Day;2808,44779434691;0,498313157372495;0,503076007144275;0,806451612903226
Jordan;0,5;0;10000;15~1;no PCA;Day;Day;Day;2699,62525044267;0,497122444929549;0,503076007144275;0,806451612903226
Elman;0,5;0;10000;15~1;no PCA;Day;Day;Day;2486,63740815746;0,498511609446319;0,503076007144275;0,774193548387097
MLP;0,75;0;10000;15~1;no PCA;Day;Day;Day;2606,94458947378;0,498511609446319;0,503076007144275;0,774193548387097
Jordan;0,75;0;10000;15~1;no PCA;Day;Day;Day;2638,7704977976;0,498313157372495;0,503076007144275;0,806451612903226
Elman;0,75;0;10000;15~1;no PCA;Day;Day;Day;2501,26538983838;0,498908513593967;0,503076007144275;0,741935483870968
MLP;1;0;10000;15~1;no PCA;Day;Day;Day;2491,96048747918;0,498313157372495;0,503076007144275;0,774193548387097
Jordan;1;0;10000;15~1;no PCA;Day;Day;Day;2487,48491681564;0,497916253224846;0,503076007144275;0,806451612903226
Elman;1;0;10000;15~1;no PCA;Day;Day;Day;2176,3545830855;0,49811470529867;0,503076007144275;0,774193548387097
MLP;0,25;0,25;10000;15~1;no PCA;Day;Day;Day;3214,2752851695;0,497717801151022;0,503076007144275;0,709677419354839
Jordan;0,25;0,25;10000;15~1;no PCA;Day;Day;Day;3199,90660132403;0,498313157372495;0,503076007144275;0,67741935483871
Elman;0,25;0,25;10000;15~1;no PCA;Day;Day;Day;3273,46716996278;0,496527088708077;0,503076007144275;0,67741935483871
MLP;0,5;0,25;10000;15~1;no PCA;Day;Day;Day;2751,39116978262;0,498908513593967;0,503076007144275;0,709677419354839
Jordan;0,5;0,25;10000;15~1;no PCA;Day;Day;Day;2707,3368796876;0,498710061520143;0,503076007144275;0,67741935483871
Elman;0,5;0,25;10000;15~1;no PCA;Day;Day;Day;2759,49113765073;0,498313157372495;0,503076007144275;0,67741935483871
MLP;0,75;0,25;10000;15~1;no PCA;Day;Day;Day;2593,44344708629;0,49811470529867;0,503076007144275;0,67741935483871
Jordan;0,75;0,25;10000;15~1;no PCA;Day;Day;Day;2543,25361869657;0,497916253224846;0,503076007144275;0,67741935483871
Elman;0,75;0,25;10000;15~1;no PCA;Day;Day;Day;2360,86804360152;0,499106965667791;0,503076007144275;0,774193548387097
MLP;1;0,25;10000;15~1;no PCA;Day;Day;Day;2383,12431983122;0,497916253224846;0,503076007144275;0,709677419354839
Jordan;1;0,25;10000;15~1;no PCA;Day;Day;Day;2352,46066120564;0,497519349077198;0,503076007144275;0,741935483870968
Elman;1;0,25;10000;15~1;no PCA;Day;Day;Day;2501,98564422346;0,498511609446319;0,503076007144275;0,709677419354839
MLP;0,25;0,5;10000;15~1;no PCA;Day;Day;Day;3398,44508079753;0,497519349077198;0,503076007144275;0,709677419354839
Jordan;0,25;0,5;10000;15~1;no PCA;Day;Day;Day;3484,9805833444;0,496923992855725;0,503076007144275;0,67741935483871
Elman;0,25;0,5;10000;15~1;no PCA;Day;Day;Day;3375,98561443244;0,49811470529867;0,503076007144275;0,67741935483871
MLP;0,5;0,5;10000;15~1;no PCA;Day;Day;Day;2830,42771242846;0,49811470529867;0,503076007144275;0,67741935483871
Jordan;0,5;0,5;10000;15~1;no PCA;Day;Day;Day;2910,22133415261;0,498908513593967;0,503076007144275;0,709677419354839
Elman;0,5;0,5;10000;15~1;no PCA;Day;Day;Day;2898,57228540891;0,497122444929549;0,503076007144275;0,709677419354839
MLP;0,75;0,5;10000;15~1;no PCA;Day;Day;Day;2663,78077789181;0,498710061520143;0,503076007144275;0,67741935483871
Jordan;0,75;0,5;10000;15~1;no PCA;Day;Day;Day;2645,87478635496;0,499106965667791;0,503076007144275;0,67741935483871
Elman;0,75;0,5;10000;15~1;no PCA;Day;Day;Day;2594,86708775631;0,498908513593967;0,503076007144275;0,709677419354839
MLP;1;0,5;10000;15~1;no PCA;Day;Day;Day;2395,69869084093;0,499702321889264;0,503076007144275;0,709677419354839
Jordan;1;0,5;10000;15~1;no PCA;Day;Day;Day;2412,67772766402;0,498511609446319;0,503076007144275;0,709677419354839
Elman;1;0,5;10000;15~1;no PCA;Day;Day;Day;2484,0452941176;0,500099226036912;0,503076007144275;0,741935483870968
MLP;0,25;0,75;10000;15~1;no PCA;Day;Day;Day;3826,24654770776;0,497519349077198;0,503076007144275;0,67741935483871
Jordan;0,25;0,75;10000;15~1;no PCA;Day;Day;Day;3754,12251007286;0,497320897003374;0,503076007144275;0,67741935483871
Elman;0,25;0,75;10000;15~1;no PCA;Day;Day;Day;3779,45552500159;0,497717801151022;0,503076007144275;0,67741935483871
MLP;0,5;0,75;10000;15~1;no PCA;Day;Day;Day;3079,59080530083;0,49811470529867;0,503076007144275;0,67741935483871
Jordan;0,5;0,75;10000;15~1;no PCA;Day;Day;Day;2939,54746200353;0,498313157372495;0,503076007144275;0,709677419354839
Elman;0,5;0,75;10000;15~1;no PCA;Day;Day;Day;2947,55823398625;0,49811470529867;0,503076007144275;0,645161290322581
MLP;0,75;0,75;10000;15~1;no PCA;Day;Day;Day;2657,84574905045;0,500297678110736;0,503076007144275;0,774193548387097
Jordan;0,75;0,75;10000;15~1;no PCA;Day;Day;Day;2665,60518476018;0,500297678110736;0,503076007144275;0,774193548387097
Elman;0,75;0,75;10000;15~1;no PCA;Day;Day;Day;2357,38691351274;0,500099226036912;0,503076007144275;0,774193548387097
MLP;1;0,75;10000;15~1;no PCA;Day;Day;Day;2544,3714461433;0,499900773963088;0,503076007144275;0,67741935483871
Jordan;1;0,75;10000;15~1;no PCA;Day;Day;Day;2610,32946268336;0,498908513593967;0,503076007144275;0,67741935483871
Elman;1;0,75;10000;15~1;no PCA;Day;Day;Day;2409,82950937458;0,499702321889264;0,503076007144275;0,741935483870968
MLP;0,25;0;10000;2~2~1;no PCA;Day;Day;Day;2272,35165510352;0,499106965667791;0,503076007144275;0,806451612903226
Jordan;0,25;0;10000;2~2~1;no PCA;Day;Day;Day;2300,79224398303;0,49811470529867;0,503076007144275;0,774193548387097
Elman;0,25;0;10000;2~2~1;no PCA;Day;Day;Day;2361,94784774107;0,498710061520143;0,503076007144275;0,806451612903226
MLP;0,5;0;10000;2~2~1;no PCA;Day;Day;Day;2252,46070458632;0,497916253224846;0,503076007144275;0,774193548387097
Jordan;0,5;0;10000;2~2~1;no PCA;Day;Day;Day;2160,80453629836;0,497916253224846;0,503076007144275;0,741935483870968
Elman;0,5;0;10000;2~2~1;no PCA;Day;Day;Day;2246,77781522914;0,498511609446319;0,503076007144275;0,741935483870968
MLP;0,75;0;10000;2~2~1;no PCA;Day;Day;Day;2076,02415428604;0,498710061520143;0,503076007144275;0,67741935483871
Jordan;0,75;0;10000;2~2~1;no PCA;Day;Day;Day;2015,09022079255;0,49950386981544;0,503076007144275;0,645161290322581
Elman;0,75;0;10000;2~2~1;no PCA;Day;Day;Day;1987,65809668292;0,499106965667791;0,503076007144275;0,67741935483871
MLP;1;0;10000;2~2~1;no PCA;Day;Day;Day;2124,59553125663;0,50049613018456;0,503076007144275;0,645161290322581
Jordan;1;0;10000;2~2~1;no PCA;Day;Day;Day;1942,83761398373;0,497916253224846;0,503076007144275;0,645161290322581
Elman;1;0;10000;2~2~1;no PCA;Day;Day;Day;2025,60326120094;0,49811470529867;0,503076007144275;0,645161290322581
MLP;0,25;0,25;10000;2~2~1;no PCA;Day;Day;Day;2355,52387802221;0,498313157372495;0,503076007144275;0,67741935483871
Jordan;0,25;0,25;10000;2~2~1;no PCA;Day;Day;Day;2318,896030398;0,499106965667791;0,503076007144275;0,741935483870968
Elman;0,25;0,25;10000;2~2~1;no PCA;Day;Day;Day;2344,47365365455;0,499702321889264;0,503076007144275;0,741935483870968
MLP;0,5;0,25;10000;2~2~1;no PCA;Day;Day;Day;2239,10891449345;0,499900773963088;0,503076007144275;0,709677419354839
Jordan;0,5;0,25;10000;2~2~1;no PCA;Day;Day;Day;2307,58897380388;0,499305417741615;0,503076007144275;0,709677419354839
Elman;0,5;0,25;10000;2~2~1;no PCA;Day;Day;Day;2322,14957263193;0,500099226036912;0,503076007144275;0,741935483870968
MLP;0,75;0,25;10000;2~2~1;no PCA;Day;Day;Day;2197,55024715601;0,497519349077198;0,503076007144275;0,67741935483871
