User:;Maciej
IndexName:;WIG20with4Params
StartDate:;2015-01-27 19:33:54
CalculationTime:;20:38:38
TestCasesNumber:;2
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Elman;1;1;1000;30~1;no PCA;Day;Day;Day;2476,30195407139;0,507267441860465;0,773255813953488;0,241279069767442;0,5;0,511095700416089
Jordan;1;1;1000;30~1;no PCA;Day;Day;Day;6336,31429980614;0,561046511627907;0,273255813953488;0,848837209302326;0,5;0,5124826629681
MLP;0,25;0;1000;3~3~1;no PCA;Day;Day;Day;1027,33834364126;0,5;0;1;0,5;0,514563106796117
Elman;0,25;0;1000;3~3~1;no PCA;Day;Day;Day;1025,76355756566;0,508720930232558;0,0755813953488372;0,941860465116279;0,5;0,511095700416089
Jordan;0,25;0;1000;3~3~1;no PCA;Day;Day;Day;1006,76109896521;0,5;0;1;0,5;0,502773925104022
MLP;0,5;0;1000;3~3~1;no PCA;Day;Day;Day;1049,97641822239;0,498546511627907;0;0,997093023255814;0,5;0,508321775312067
Elman;0,5;0;1000;3~3~1;no PCA;Day;Day;Day;1032,29509435683;0,501453488372093;0,00290697674418605;1;0,5;0,536061026352288
Jordan;0,5;0;1000;3~3~1;no PCA;Day;Day;Day;1051,07530942296;0,5;0;1;0,5;0,526352288488211
MLP;0,75;0;1000;3~3~1;no PCA;Day;Day;Day;1045,24487385376;0,5;0;1;0,5;0,511789181692094
Elman;0,75;0;1000;3~3~1;no PCA;Day;Day;Day;1084,43783914319;0,5;0;1;0,5;0,527739251040222
Jordan;0,75;0;1000;3~3~1;no PCA;Day;Day;Day;1062,50737002477;0,5;0;1;0,5;0,524271844660194
MLP;1;0;1000;3~3~1;no PCA;Day;Day;Day;1151,80384950428;0,5;0;1;0,5;0,513869625520111
Elman;1;0;1000;3~3~1;no PCA;Day;Day;Day;1172,49410744205;0,542151162790698;0,366279069767442;0,718023255813953;0,5;0,515256588072122
Jordan;1;0;1000;3~3~1;no PCA;Day;Day;Day;1121,43187384809;0,5;0;1;0,5;0,513176144244105
